station_no,name_tw,parking_spaces,lat,lng
500603030,公益公園(公益路),39,24.1508,120.65776
500603031,存中中美街口(東南側),20,24.14151,120.66027
500603032,公益精誠路口(西北側),11,24.150976,120.654952
500603033,萬壽棒球場(向上路),42,24.1466031,120.6507125
500603034,臺中教育大學(英才校區),18,24.144309,120.667731
500603035,大益公園,10,24.14879,120.65278
500603036,館前臺灣大道二段口,14,24.153911,120.663823
500603037,公益公園,20,24.15007,120.65752
500603038,忠明國小,32,24.15676,120.65917
500603039,科博館/金典酒店,52,24.15552,120.66304
500603040,大墩文化中心,32,24.14124,120.66653
500603041,臺中教育大學,32,24.14521,120.67118
500603042,中山地政事務所,34,24.13654,120.6737
500603043,大忠公園,30,24.14338,120.6562
500603044,臺中女中,40,24.13557,120.67733
500603045,中正國小,31,24.15248,120.66628
500603046,五權西忠明南路口,26,24.13977,120.65708
500603047,臺中州廳,42,24.13829,120.67875
500603048,精誠大墩四街口,16,24.140527,120.654664
500603049,國立臺灣美術館,40,24.14104,120.66177
500603050,經國園道,40,24.14677,120.66477
500603051,民生英才路口,46,24.14435,120.6648
500603052,土庫公園,26,24.1364,120.65788
500603053,美術園道,34,24.13508,120.66293
500603054,公益精誠路口(西南側),16,24.15077,120.6549
500603055,西區忠勤公園,14,24.1427,120.66957
500603056,五權三五權西二街口,15,24.13791,120.66392
500603057,忠明南民生路口,18,24.14452,120.65716
500603058,民權梅川東路口,14,24.14629,120.67042
500603059,臺中市民廣場(公益路155巷),39,24.150648,120.66422
500603060,東昇公園,19,24.135,120.670649
500603061,藍興公園,14,24.134175,120.668472
500603062,柳川東南屯路口(南北兩側),19,24.132188,120.663239
500603064,忠明高中,47,24.157768,120.66358
500603066,建國台中路口,18,24.135622,120.682066
500603067,綠空廊道(康樂街),13,24.13385,120.67825
500603068,綠空廊道(林森路),15,24.13283,120.67592
500603070,臺中市立居仁國民中學,43,24.13657,120.67834
500603072,柳川東自治街口,15,24.138997,120.670262
500603073,忠明高中(博館路華美街口),28,24.15837,120.66249
500603074,大勇國小(五權八街),18,24.13434,120.6601
500603076,臺灣大道臺灣大道二段179巷口,11,24.15162,120.66867
500603077,中正國小(臺灣大道二段179巷),14,24.15144,120.66801
500603078,建國民生路口(東南側),13,24.13486,120.68051
500603080,忠明高中(華美街),30,24.15998,120.66339
500603081,臺中市中興地政事務所,15,24.15368,120.65377
500604001,捷運大慶站,19,24.11914,120.64744
500604002,工學北工學路口(東北側),27,24.11732,120.65907
500604003,臺中高工,50,24.11343,120.6632
500604004,三民西忠明南路口(西側),13,24.13016,120.65687
500604005,忠明南南屯路口,52,24.13371,120.6574
500604006,標準檢驗局臺中分局(工學路),16,24.11691,120.66414
500604008,五權車站,80,24.12874,120.66611
500604009,學府永和街口,27,24.12833,120.67435
500604011,國光忠明南路口,35,24.11891,120.6791
500604012,明德中學附設幼兒園,30,24.11925,120.68204
500604013,福順公園(平順街),30,24.12411,120.66232
500604014,和平公園,17,24.1189,120.65804
500604015,東興文心南十路口,20,24.11804,120.6579
500604016,文心南建國南路口,24,24.120506,120.65034
500604017,西川一建國北路口,15,24.125,120.65754
500604018,國光國小(仁和路),14,24.1263,120.67955
500604019,崇倫公園(美村路),19,24.13159,120.66167
500604020,綠空廊道(美村路),16,24.1272,120.66245
500604021,民興公園(建國北路),20,24.12821,120.66421
500604022,南平公園(和昌街),27,24.12508,120.66905
500604023,國立公共資訊圖書館(五權南路),40,24.126652,120.670323
500604024,樹義國小(福田五街),12,24.112372,120.657669
500604025,建國南路一段236巷口,17,24.123479,120.656993
500604026,建國北柳川東路口,15,24.12632,120.659792
500604027,建國南忠明南730巷口,15,24.124791,120.659691
500604028,忠孝國光路口(西南側),24,24.12789,120.67759
500604030,福田水資源中心(福田二街),15,24.10888,120.65789
500604031,大慶街二段6-16巷文心南路口,20,24.11638,120.65387
500604032,工學南和路口,29,24.116817,120.66844
500604033,忠明南工學二街口,13,24.11897,120.66449
500604034,忠明南工學五街口,12,24.119607,120.663345
500604035,樹仔腳公園,15,24.118915,120.653861
500604036,復興北東興路一段口,18,24.120226,120.65585
500604037,樹仁公園(福田二街),40,24.10875,120.6527
500604038,樹義公園(福田三街),21,24.11099,120.6549
500604039,長春國民運動中心(合作街),13,24.13113,120.68065
500604040,美村南平路口,24,24.123776,120.665591
500604041,樹義園道,18,24.11533,120.65652
500604042,忠明南美村南路口,32,24.11898,120.66733
500604043,中山醫學大學,50,24.1228,120.65344
500604044,江川公園,24,24.12439,120.67149
500604045,崇倫公園,14,24.13229,120.66114
500604046,國立中興大學,36,24.12391,120.67719
500604047,永興公園,26,24.11674,120.66488
500604048,樹德停車場,20,24.11851,120.65435
500604049,民興公園,18,24.12862,120.66456
500604050,復興停車場,18,24.13175,120.67634
500604051,健康公園附設停車場,20,24.12096,120.66988
500604052,高工南和路口,30,24.11456,120.66834
500604053,樹德柳橋(復興路一段207巷15弄),25,24.11238,120.64948
500604054,文化部文化資產園區,40,24.13291,120.67989
500604055,國立中興大學(中興湖),52,24.12043,120.67369
500604056,大慶車站,64,24.11859,120.64747
500604057,四育國中,24,24.126,120.66491
500604058,忠明南復興路口,25,24.12172,120.66129
500604059,長春公園,15,24.13041,120.67995
500604060,文林公園,17,24.127679,120.664414
500604061,國資圖停車場,15,24.12876,120.671259
500604062,僑泰中學(五權南一路),25,24.112659,120.668668
500604063,臺中市樹德非營利幼兒園,15,24.11516,120.64925
500604064,樹德一巷復興北路口,15,24.11234,120.64622
500604065,美村南美村南路23巷口,12,24.12108,120.66691
500604066,興大美村路口,20,24.122375,120.672031
500604067,柳川東三民西路口,12,24.130317,120.659526
500604068,藍花楹公園,15,24.11232,120.67187
500604069,大忠南三民西路口,11,24.130135,120.654973
500604071,三民西柳川西路口,11,24.129927,120.65891
500604072,忠明南路777巷口,22,24.123793,120.6602
500604073,五權建國北路口(西南側),11,24.12965,120.66831
500604074,五權建國北路口(東南側),10,24.12974,120.66854
500604075,柳川西忠明南路口,10,24.12707,120.65907
500604076,有恆街114巷口,15,24.12847,120.67638
500604078,大慶公園,15,24.115757,120.657381
500604079,忠孝路55巷口,10,24.127757,120.676119
500604081,忠明南南和路口,12,24.118879,120.668454
500604082,文心南路大忠南街口,20,24.12265,120.64884
500604083,臺中高工(高工工學六街口),50,24.113292,120.660878
500604084,忠明南工學北路口,14,24.119991,120.662433
500604085,文心南文心南十路口,13,24.11574,120.65501
500604086,綠空廊道(東興路),14,24.12269,120.65365
500604087,大慶街一段75巷口(東側),15,24.11198,120.65977
500604088,西川二西川一路口(西南側),15,24.12827,120.65567
500604089,中山醫學大學(口腔醫學門診部),30,24.12167,120.64908
500604090,大慶街二段7巷大慶街口,12,24.11447,120.65228
500605001,健行忠太東路口,20,24.15916,120.66798
500605002,文心山西路口(西南側),22,24.17336,120.67588
500605003,臺中二中(梅川東路三段),20,24.15391,120.67446
500605004,捷運文心中清站,60,24.17352,120.67058
500605005,臺中孔廟(雙十路),47,24.15378,120.6893
500605006,太平國小(中華路),28,24.1495,120.6811
500605007,賴明公園(漢口路),29,24.1671,120.67865
500605008,寶覺禪寺(健行路),44,24.15911,120.68721
500605009,中華精武路口,15,24.14807,120.67976
500605010,英士公園(日興街),82,24.1514,120.6758
500605011,臺中公園(公園路),38,24.14296,120.68377
500605012,進化廣場(興進路),24,24.1552,120.69315
500605013,雙十自由路口,17,24.1432,120.68547
500605014,忠明路臨時停車場,15,24.16382,120.6737
500605015,雙十國中(進德北路),20,24.15181,120.6924
500605016,東成東成二街口(南側),43,24.15698,120.70127
500605017,英才公園(民權路),19,24.15402,120.67056
500605018,東成二天祥街口,15,24.15953,120.70198
500605019,健行國小(健行路),30,24.15928,120.6741
500605020,東成三東光東街口,16,24.15383,120.7006
500605021,北屯雙十路二段100巷口,20,24.15929,120.69155
500605022,三民興進路口,14,24.15685,120.68891
500605023,國立自然科學博物館(博館路),45,24.15683,120.66509
500605024,中德停車場,15,24.16584,120.66929
500605025,賴厝國小(太原路),17,24.16553,120.67906
500605026,梅川公園,15,24.16992,120.679
500605027,臺中市監理站,19,24.16139,120.69208
500605028,美德美德街68巷口,15,24.15765,120.68291
500605029,學士育德路口(東側),63,24.15767,120.68117
500605030,長青公園(北平路),22,24.17177,120.66965
500605031,武昌公園(武昌路),26,24.16879,120.66804
500605032,曉明公園(陝西東五街),27,24.16819,120.67118
500605033,太原北中清路口(西側),35,24.16509,120.67322
500605034,中德公園(忠明六街),40,24.1637,120.66819
500605035,博館育德路口,42,24.15746,120.66911
500605036,北區行政大樓,36,24.16607,120.68241
500605037,臺中一中,60,24.14895,120.68705
500605038,興進園道,24,24.15556,120.69665
500605039,北區太平國小,36,24.14866,120.6816
500605040,太原華美街口,14,24.16482,120.66496
500605041,英才公園,16,24.15562,120.67097
500605042,梅川園道,30,24.16158,120.6766
500605043,雙十育樂街口,20,24.15778,120.69097
500605044,育德梅川東路口,24,24.15748,120.67547
500605045,北區國民運動中心,22,24.15716,120.68484
500605046,山西公園,32,24.17106,120.6759
500605047,崇德進化北路口,23,24.163505,120.685128
500605049,東光東成路口(西側),15,24.15749,120.69906
500605050,進化自強一街口,10,24.15331,120.69453
500605051,興進南京東路口,14,24.155812,120.698462
500605052,柳川西五常街口,15,24.155104,120.680666
500605053,公園三民路口,20,24.144257,120.682095
500605054,臺中市立圖書館精武分館,15,24.146078,120.685044
500605056,東光東光東街口,17,24.153972,120.698586
500605057,東成三東光五街口,15,24.154372,120.700651
500605058,中清進化北路口(東南側),15,24.16274,120.67488
500605059,篤行國小(英才路),20,24.15566,120.67324
500605060,立人國中(天津路),20,24.17011,120.67108
500605061,臺中科技大學(錦平街),20,24.151951,120.683442
500605062,學士德化街口,14,24.161545,120.680934
500605063,豬事圓滿公園,15,24.155907,120.699202
500605064,省三國小,11,24.15925,120.68484
500605065,山西太原路口,9,24.16531,120.6754
500605066,五義街崇德路口,12,24.15589,120.68538
500605067,青島山西路口(西側),14,24.16871,120.67458
500605068,尚德街育德路口,24,24.15736,120.677658
500605071,國豐國瑞街口,10,24.15737,120.69591
500606001,捷運文心櫻花站,40,24.16802,120.65394
500606002,捷運市府站(出口1),61,24.16241,120.64912
500606003,捷運市府站(出口2),44,24.16146,120.64933
500606004,大有公園,15,24.15983,120.65869
500606005,大隆文心路口(東南側),30,24.1591,120.64794
500606006,臺灣大道文心路口(西北側),30,24.163,120.64945
500606007,惠來國小(洛陽東街),13,24.16495,120.65018
500606008,甘肅公園,18,24.16889,120.65671
500606009,幸福兒童公園,19,24.17233,120.65211
500606010,逢甲公園,24,24.17632,120.64074
500606012,中平經貿路口,20,24.17644,120.65906
500606013,皇城帝寶,20,24.17382,120.66149
500606014,大容公園,20,24.15566,120.64832
500606015,東興立體停車場,17,24.1566,120.6545
500606016,惠泰公園,12,24.16467,120.63461
500606017,福星公園(弘孝路),21,24.17186,120.64955
500606018,青海上石路口,33,24.1705,120.64518
500606019,秋紅谷(河南路),28,24.16614,120.63961
500606020,逢甲福星路口,99,24.17876,120.64487
500606021,臺灣大道河南路口(西北側),20,24.16799,120.641
500606022,臺中市政府(惠中路),42,24.16303,120.64574
500606023,公51停車場,15,24.17509,120.65522
500606024,漢口立體停車場,18,24.16547,120.66217
500606025,市政公園(市政北三路),20,24.15897,120.64684
500606026,文心四川路口,15,24.16406,120.65073
500606027,長安公園,17,24.17021,120.65429
500606029,文心華美西街口(東南側),15,24.17301,120.66744
500606030,中央公園(遊客服務中心),40,24.17987,120.65571
500606031,敦化凱旋路口,20,24.18546,120.65255
500606032,自我體驗區(僑大八街),20,24.18968,120.65201
500606033,觸覺體驗區(經貿五路),20,24.19062,120.65487
500606034,港隆經貿九路口,20,24.19475,120.65
500606035,惠順停車場(河南路),30,24.164743,120.639143
500606036,文華高中(文心路),46,24.17114,120.65995
500606037,中仁公園,18,24.16561,120.66077
500606038,重慶公園(天水西六街),37,24.16586,120.65553
500606039,臺灣大道國際街口,14,24.18313,120.59352
500606040,朝馬運動中心,15,24.168111,120.634139
500606041,文修公園(西苑路),18,24.184324,120.641479
500606042,文修公園(烈美街),20,24.18429,120.642413
500606043,同心停車場,17,24.178866,120.63749
500606044,上安公園(南側),33,24.170154,120.640555
500606045,西大墩公園(福科路),18,24.179126,120.635924
500606046,龍門公園,10,24.164015,120.631762
500606047,環中朝馬路口,10,24.169936,120.632564
500606048,朝富環河路口,15,24.16593,120.6371
500606049,至善青海路二段口,15,24.173315,120.641065
500606050,文輝公園,16,24.17151942,120.6427331
500606052,青海公園(四川東街),33,24.16441,120.65334
500606053,大鵬國小(中平路),15,24.17793,120.66484
500606054,逢大大鵬路口,28,24.17843,120.65047
500606055,河南公園,12,24.1708,120.66298
500606056,黎明中清路口,16,24.19658,120.65725
500606057,大鵬臨停停車場,15,24.17569,120.66549
500606058,捷運文華高中站,30,24.171695,120.660816
500606059,惠誠公園(市政南一路),13,24.158196,120.637742
500606060,臺灣大道福安路口(西北側),10,24.180186,120.621505
500606061,臺灣大道安和路口(西北側),13,24.179566,120.622796
500606062,福順停車場,16,24.180058,120.627221
500606063,福科永福路口,12,24.184159,120.620425
500606064,福安公園,15,24.182856,120.627591
500606065,西苑高中代管籃球場,15,24.18568,120.626651
500606066,福科福康路口,16,24.185521,120.617429
500606067,漢翔福星北路口,45,24.18521,120.64442
500606068,漢口國中(漢口路),17,24.16137,120.65684
500606069,河南停車場,12,24.16975,120.66217
500606070,福星公園,32,24.17242,120.6481
500606071,大鵬國小,24,24.17811,120.66567
500606072,臺灣大道玉門路口,30,24.18425,120.60975
500606073,臺灣大道福林路口,28,24.18361,120.61377
500606074,安和國中,30,24.17396,120.61723
500606075,秋紅谷,99,24.16858,120.63904
500606076,櫻花棒球場,53,24.16867,120.6531
500606077,頂何厝,28,24.15924,120.65532
500606078,新光/遠百,61,24.16614,120.64292
500606079,市政府(文心樓),64,24.16143,120.6487
500606080,青海逢甲路口,18,24.17465,120.63923
500606081,上石公園,30,24.17284,120.64493
500606082,市政公園停車場,38,24.16099,120.64453
500606083,大隆東興路口,30,24.15573,120.65409
500606084,臺中國家歌劇院,50,24.16407,120.64012
500606085,協和停車場,12,24.17754,120.62188
500606086,西大墩公園,14,24.17692,120.63577
500606087,福科國民中學,12,24.18972,120.61381
500606088,潮洋環保公園,27,24.16591,120.63341
500606089,世斌公園,22,24.18219,120.61962
500606090,大仁公園,22,24.16569,120.65929
500606091,國安一號公園,18,24.19061,120.61472
500606092,三信公園,24,24.16623,120.66372
500606093,經貿七中清路口,20,24.19278,120.65929
500606094,國安國小,12,24.19398,120.60709
500606095,上德公園,24,24.16931,120.64451
500606096,文修公園,22,24.18234,120.642
500606097,臺中市議會,27,24.15805,120.64403
500606098,臺中至善公園,28,24.17492,120.64209
500606099,高登公園,20,24.17106,120.66571
500606100,何厝公園,24,24.16061,120.65492
500606101,大弘公園,30,24.1628,120.66128
500606102,惠來停車場,41,24.15999,120.63964
500606103,中科管理局,12,24.20889,120.6178
500606104,巨大集團總部,10,24.20865,120.61154
500606105,臺灣大道福林路口(東北側),18,24.183812,120.614265
500606106,福恩停車場,18,24.182439,120.615023
500606107,工業區一路工業區一路58巷口,22,24.17958,120.614687
500606108,工業區一路工業區一路72巷口,16,24.17712,120.614316
500606109,工業區一路98巷口,25,24.17313,120.613429
500606112,臺灣大道中工三路口(西北側),17,24.18093,120.61911
500606113,中工二路福中十街口,28,24.17692,120.61593
500606114,臺灣大道工業區一路口(東南側),24,24.18258,120.61566
500606115,中工公園,16,24.175597,120.589586
500606116,協和公園,16,24.176782,120.620096
500606117,臺灣大道安和路口(西南側),15,24.179134,120.622873
500606118,協仁公園,20,24.175336,120.625631
500606119,環中福星西路口,15,24.182771,120.636213
500606120,福聯兒童公園,14,24.18674,120.60545
500606121,東大附中,26,24.18355,120.60679
500606122,臺灣大道約農路口,45,24.18269,120.60287
500606123,福強街福科路900巷口,20,24.18915,120.60741
500606124,福瑞里社區停車場,17,24.18835,120.6056
500606125,五龍公園,10,24.18847,120.60514
500606126,成都公園,15,24.169,120.66485
500606127,國豐停車場,15,24.191838,120.613279
500606128,東大西屯路三段口,15,24.19253,120.606514
500606129,玉門西屯路三段口,22,24.190807,120.610831
500606130,福科國中(福林路),19,24.188139,120.615031
500606131,上石國小(湳子巷),20,24.17343,120.64296
500606132,上石國小(湳子巷8弄),20,24.17256,120.64328
500606133,龍潭里活動中心,14,24.157639,120.626955
500606134,宏恩公園,16,24.189588,120.61751
500606135,港尾里守望相助隊,15,24.19807,120.6598
500606136,廣興宮,12,24.19864,120.64269
500606137,國家中山科學研究院臺中院區,17,24.18803,120.6462
500606138,國安二號公園,21,24.19078,120.61159
500606139,文華路86巷文華路口,15,24.176476,120.647166
500606140,惠民公園,24,24.167846,120.649484
500606143,泰安國小,12,24.197705,120.650182
500606144,漢翔上墩路口,20,24.185221,120.638921
500606145,宏福一巷宏福三巷口,12,24.187536,120.616197
500606147,西屯張廖家廟,16,24.182742,120.644986
500606148,朝馬停車場,20,24.17368,120.63619
500606149,漢翔福星北路口(東北側),22,24.18516,120.64546
500606150,經貿五僑大路口,20,24.19069,120.64441
500606151,港尾萬魂祠,12,24.19985,120.65671
500606152,中工三路天佑街口,10,24.17893,120.61879
500606153,西安街277巷6弄口(北側),11,24.18372,120.64824
500606154,惠來公園,25,24.15571,120.639
500606155,中山國中,20,24.16794,120.66064
500606156,朝貴公園,12,24.170587,120.635093
500606157,三角埔(福雅路),15,24.201713,120.627808
500606158,中科福雅路口,10,24.205873,120.628681
500606159,中清廣興巷口,13,24.203724,120.653146
500606160,惠順公園,12,24.15585,120.64202
500606161,文心市政北一路口,14,24.15665,120.64666
500606162,惠中市政路口(東北側),18,24.15764,120.64211
500606163,臺灣大道四川五街口,12,24.16165,120.65185
500606164,華美公園,14,24.16462,120.663968
500606165,大鵬新城,18,24.177437,120.650269
500606166,八張犁淨水廠,13,24.197472,120.642284
500606167,西屯永興宮,12,24.198141,120.623678
500606168,何安里活動中心,16,24.162574,120.653654
500606169,上石惠來路口,25,24.16644,120.64412
500606170,安和公園,15,24.17565,120.62288
500606171,經貿五僑大八街口,20,24.19104,120.65226
500606173,惠中路停車場,20,24.16523,120.64673
500606174,馬龍潭停車場,15,24.1598,120.62986
500606175,環中市政南一路口(西北側),16,24.16012,120.627
500606176,大仁國小,25,24.16783,120.65778
500606177,安和國中(水尾巷),20,24.172,120.61525
500606178,文小91足球場,15,24.174,120.62378
500606179,福科路福科路658巷口,15,24.18707,120.61154
500606180,福林國安二路口(東北側),15,24.19104,120.61665
500606181,東海大學_語文館,22,24.18098,120.59938
500606182,東海大學_男生宿舍,30,24.18055,120.60094
500606183,東海大學_路思義教堂,15,24.17943,120.60011
500606184,東海大學_基礎科學館,27,24.17761,120.59946
500606185,東海大學_女生宿舍,20,24.17864,120.60199
500606186,東海大學_乳品小棧,30,24.1795,120.6062
500606187,東海大學_管理學院,23,24.18298,120.61223
500606188,東海大學_二校宿舍,25,24.17986,120.61161
500606189,東海大學_鹿舍食加廠,25,24.18239,120.60984
500606190,臺中都會公園,15,24.20761,120.59945
500606191,安和協和南巷口,15,24.16372,120.61829
500606192,福星路654巷口,14,24.17347,120.64872
500606195,協和國小,13,24.16944,120.61963
500607001,捷運水安宮站,37,24.15324,120.64652
500607002,楓安公園,15,24.11755,120.63062
500607003,公益黎明路口(西南側),19,24.15108,120.6351
500607004,公益永春東七路口(東南側),15,24.15092,120.63357
500607005,公益河南路口(東南側),18,24.15133,120.63752
500607006,惠智公園,17,24.14919,120.63918
500607007,公益大進街口(東北側),14,24.15102,120.6515
500607008,文心公益路口(東南側),24,24.15068,120.64692
500607009,黎明大業路口,19,24.15357,120.63477
500607010,文心南文心南七路口(西南側),22,24.12946,120.64628
500607011,豐樂雕塑公園(永春東一路),20,24.13071,120.6414
500607012,大進公園,30,24.13885,120.65283
500607013,正心兒童公園(大墩南路),25,24.13578,120.65008
500607014,捷運南屯站,20,24.14017,120.64704
500607015,南屯國民運動中心,13,24.13798,120.63752
500607016,文心森林公園(文心路),49,24.14664,120.64651
500607017,惠義公園,14,24.1498,120.64541
500607018,惠文高中(公益路),32,24.15138,120.64039
500607019,惠文高中(大業路),35,24.15364,120.63993
500607020,南苑公園(文心南五路),41,24.13211,120.64761
500607021,文心森林公園(惠文路),25,24.14429,120.64329
500607022,豐富公園(東興三民西路口),15,24.12898,120.65335
500607023,萬和國中(文心南三路),34,24.1336,120.6397
500607024,豐樂雕塑公園(向心南路),28,24.13189,120.64384
500607025,向心南文心南七路口,15,24.12939,120.64389
500607026,文心南九向心南路口,13,24.12784,120.64366
500607027,文心南六文心南六路171巷口,22,24.1308,120.64913
500607028,文心南五大墩南路口(西南側),14,24.13191,120.64967
500607029,永春國小(永春東路360巷),10,24.13488,120.64733
500607030,臺中特殊教育學校,32,24.15139,120.6426
500607031,鎮平公園(楓樹西街366巷),22,24.12057,120.62915
500607032,南屯公園(大墩七街),35,24.1442369,120.6401852
500607033,旌旗教會,16,24.1442996,120.6309
500607034,佛教正德醫院,15,24.1429027,120.6308554
500607035,三塊厝公有停車場,15,24.148109,120.632465
500607036,黎明公園,18,24.15529,120.629923
500607037,兒三公園,8,24.112997,120.627915
500607038,鄰公七公園,10,24.112579,120.628574
500607039,楓香公園(楓樹南街),22,24.11569,120.6289
500607040,文昌兒童公園,9,24.138501,120.63583
500607041,田心公園,11,24.139972,120.642972
500607043,文心森林公園(惠文向上路口),20,24.14675,120.643847
500607044,豐功停車場,12,24.133454,120.644307
500607045,黎明國中,50,24.15649,120.63439
500607046,向心兒童公園,32,24.13593,120.64462
500607047,大興公園,32,24.13526,120.65436
500607048,五權西文心路口,30,24.13993,120.64688
500607049,大業公園,38,24.15369,120.65128
500607050,公益大英街口,34,24.15081,120.64848
500607051,公益惠文路口,15,24.150873,120.644278
500607052,禮惠公園(大墩六街),14,24.14282,120.644419
500607053,豐富公園,19,24.13166,120.65325
500607054,萬和宮,40,24.1377,120.639
500607055,黎光公園,16,24.15187,120.63052
500607056,保安公園,48,24.14725,120.6122
500607057,春社公園,36,24.14051,120.61049
500607058,南屯區公所,12,24.13467,120.64454
500607059,犁頭店公園,28,24.14234,120.64057
500607060,春安國小,10,24.13454,120.60872
500607061,水安公園,38,24.15393,120.64658
500607062,南屯親子館/環保局環境檢驗科,19,24.13832,120.64284
500607063,南屯區福德公園,13,24.152823,120.628839
500607064,李科永紀念圖書館,15,24.151886,120.626384
500607065,新富小公園,15,24.143118,120.624913
500607066,臺中市環保局南屯清潔隊,22,24.134676,120.653126
500607067,精密園區勞工聯合服務中心,15,24.14768,120.60624
500607068,精科公園(文山路),15,24.14511,120.60833
500607069,精科公園(文山三街),15,24.1463,120.60873
500607070,文山公園,20,24.15024,120.61408
500607071,嶺東科技大學(春安校區),33,24.13821,120.6095
500607072,嶺東科技大學(寶文校區),30,24.13564,120.60254
500607073,精科五精科南路口,10,24.14768,120.59485
500607074,春安停車場,14,24.13575,120.60751
500607075,精科精科中路口,14,24.14311,120.60079
500607076,下牛埔仔公園,15,24.113641,120.622589
500607077,壹善堂(旁公園),18,24.14489,120.61471
500607078,向上益豐路(東北側),16,24.1451,120.6286
500607079,向上五權西路口,15,24.145639,120.632052
500607080,大墩十一大通街口,14,24.148685,120.641758
500607081,文心森林公園(大墩七街),20,24.143863,120.646447
500607082,彩虹眷村,17,24.134417,120.610244
500607083,臺中精密園區標準廠房,12,24.148632,120.587854
500607084,三采公園,11,24.149881,120.633477
500607085,南苑公園(文心南三路),15,24.133297,120.647208
500607086,益文二街永春路口,10,24.141176,120.632216
500607087,大墩十二街公有停車場,10,24.14949,120.62763
500607090,懷德街籃球場,15,24.15662,120.63013
500607091,博愛街大業路口(西南側),20,24.15331,120.63184
500607092,干城街115巷3弄口,20,24.15466,120.63157
500607093,新富二街公園,11,24.13744,120.62686
500607094,豐富公園(精誠南文心南五路口),15,24.1319,120.6545
500607095,文心南九永春東一路口,15,24.12823,120.64139
500607096,黎新公園(龍富二十路),12,24.15443,120.62544
500607097,筏子溪門戶迎賓水岸廊道(南端),14,24.12364,120.61912
500607098,向上環中路口(東北側),13,24.14524,120.62375
500607099,龍富十七文心南五路口,12,24.14563,120.63066
500607100,五權西文心南五路口,11,24.14637,120.63093
500607102,永春新富路口(南側),11,24.14059,120.62495
500607103,臺中魚市場,20,24.14817,120.62301
500607104,寶山里活動中心(西側),8,24.156012,120.616874
500607105,永春東三永順路口,15,24.13021,120.63704
500607107,高鐵新市鎮生態公園(龍富九路),14,24.134995,120.626869
500607108,高鐵新市鎮生態公園(龍富七路),15,24.1323,120.62885
500607109,五權西南屯路二段870巷口(西南側),14,24.14337,120.63539
500607110,五權西三厝街口(西北側),11,24.14349,120.63565
500607111,五權西南屯路二段870巷口(東南側),11,24.1429,120.63607
500607112,黎新公園(龍富路),15,24.15302,120.6268
500607113,三義兒童公園,14,24.1567,120.63594
500607115,大墩路大墩十一街口(西北側),16,24.14895,120.64974
500607117,環中路新民巷口,13,24.12956,120.6271
500607119,大進停車場,16,24.1419,120.65004
500608001,捷運舊社站,25,24.18246,120.70738
500608002,捷運四維國小站,65,24.17111,120.693
500608003,松榮平面停車場,15,24.18218,120.71756
500608004,捷運北屯總站,20,24.18912,120.70828
500608005,景美公園(軍福十八路),25,24.17816,120.71083
500608006,北屯兒童公園棒球場,20,24.16792,120.69507
500608007,文心昌平路口,21,24.17167,120.6907
500608009,文心崇德路口(西北側),12,24.17231,120.68512
500608010,水湳派出所,20,24.17834,120.66837
500608012,中國醫藥大學水湳校區,20,24.17911,120.66178
500608013,捷運文心崇德站,20,24.17173,120.68526
500608014,捷運松竹站,30,24.18109,120.70143
500608015,清平公園,16,24.1780487,120.6701962
500608016,天津停車場,15,24.16989,120.68046
500608017,太原車站,98,24.16529,120.70004
500608018,松竹車站,80,24.18004,120.70179
500608019,籃球運動中心(景賢路),60,24.16717,120.71167
500608020,九甲公園,21,24.18433,120.69619
500608021,文心山西路口(東北側),13,24.1735,120.67673
500608022,仁愛公園,30,24.18162,120.6738
500608023,陳平公園,16,24.18541,120.66741
500608024,松勇公園,30,24.18532,120.70163
500608025,瀋陽公園,23,24.17654,120.6725
500608026,旱溪西東山路一段146巷口,17,24.16903,120.70502
500608027,民俗公園(大連路),45,24.17555,120.68799
500608028,臺中地區農會北屯辦事處,13,24.16367,120.69363
500608029,南京東天祥街口,20,24.16063,120.69911
500608030,天祥停車場(天祥街13巷),29,24.16138,120.69467
500608031,豐田公園(大連路),37,24.17424,120.69641
500608032,松竹國小(崇德六路),34,24.18049,120.69022
500608033,大買家北屯店,17,24.17675,120.69984
500608034,三光國中(三光北一街),17,24.16808,120.6984
500608035,天闊民眾活動中心,17,24.17374,120.70745
500608036,南興公園(南興東路),16,24.1785,120.7059
500608037,細廣兼停2停車場,15,24.18208,120.70637
500608038,軍功公園(松竹路),27,24.18195,120.71978
500608039,建功公園,17,24.17705,120.71742
500608040,建功國小(軍和街),22,24.17559,120.71567
500608041,軍功國小(軍功路),30,24.1732,120.71902
500608042,松竹公園(崇德六路),13,24.18005,120.68758
500608043,三分埔公園(崇德五路),27,24.17921,120.68482
500608044,臺中市極限運動場,16,24.18361,120.68643
500608045,仁和公園(崇德九路),21,24.18684,120.68651
500608046,仁和廣福公園,14,24.19033,120.68324
500608047,仁美公園(崇德十二路),25,24.19045,120.68567
500608048,仁德停車場,17,24.19043,120.68835
500608049,823紀念公園(崇德九路),12,24.18691,120.68951
500608050,文心崇德路口,28,24.17192,120.68567
500608051,三甲公園(旱溪東路),15,24.16629,120.70655
500608052,新興國小(新興路7巷),27,24.19454,120.66211
500608053,同順公園,13,24.194,120.66082
500608054,仁和公園(山西路),18,24.18557,120.68665
500608056,四平公園,20,24.19207,120.68019
