station_no,name_tw,parking_spaces,lat,lng
500113027,華江國小,23,25.03397,121.49029
500113028,華江八號公園,20,25.03388,121.49293
500113029,環河南雙園街口,15,25.03203,121.49127
500113030,大理高中,37,25.03062,121.49021
500113031,糖廍文化園區,14,25.03383,121.4946
500113032,兩棵樹公園,19,25.03253,121.49549
500113033,萬華青年公宅,23,25.02021,121.50376
500113034,開封西寧路口,41,25.04662,121.50717
500113035,峨眉停車場,47,25.04441,121.50541
500113036,長沙公園,30,25.0417,121.49992
500113037,貓公園(中興橋頭),15,25.04367,121.50218
500113038,西本願寺廣場,87,25.04099,121.50769
500113039,中華桂林路口,34,25.03771,121.50662
500113040,捷運龍山寺站(1號出口),30,25.03535,121.49938
500113041,龍山國小,30,25.0355,121.49541
500113042,華西公園,39,25.03852,121.49881
500113043,老松國小,50,25.03792,121.50177
500113044,萬華火車站,53,25.03364,121.50322
500113045,萬華火車站(D2廣場),17,25.03394,121.50117
500113046,捷運龍山寺站(3號出口),23,25.03509,121.50199
500113047,臺北市電影主題公園(峨眉街),15,25.04445,121.50306
500113048,臺北市電影主題公園(康定路),15,25.04551,121.50318
500113049,中華峨眉街口,24,25.04345,121.50841
500113050,萬華266號綠地,15,25.0403,121.50197
500113051,萬大國小(萬大路344巷口),18,25.02376,121.49986
500113052,德昌街10巷口,10,25.02533,121.4996
500113053,環河南和平西路口,20,25.03517,121.49048
500113054,長順街60巷口,15,25.03119,121.48858
500113055,西園公園,14,25.0271,121.49775
500113056,華江污水廠,20,25.03606,121.49163
500113057,柳鄉公園,15,25.03731,121.49526
500113058,綠堤社區公園,22,25.03286,121.49301
500113059,長順艋舺大道口,26,25.03035,121.49228
500113060,富民路145巷口,20,25.01796,121.49988
500113061,環南綜合市場,14,25.0286,121.48908
500113062,龍山國中,15,25.03646,121.50492
500113063,洛陽停車場,22,25.04776,121.50612
500113064,桂林昆明街口,20,25.03811,121.50362
500113065,萬華國中_1,26,25.02926,121.49936
500113066,青年公園3號出口,38,25.02273,121.50271
500113068,捷運龍山寺站(1號出口)_1,49,25.03548,121.50026
500113069,莒光社會住宅,30,25.0317,121.50033
500113070,艋舺西藏路口,20,25.0287,121.49156
500113071,萬大路493巷,10,25.01975,121.4992
500113072,雙園國中地下停車場,12,25.02768,121.49134
500113073,青年路152巷口,16,25.01979,121.5009
500113074,和平西路二段190巷口,17,25.03348,121.50445
500113075,萬大路424巷口,15,25.02039,121.4927
500119005,臺大水源舍區A棟,37,25.01493,121.53044
500119006,臺大卓越研究大樓,32,25.01466,121.52917
500119007,臺大水源修齊會館,18,25.01411,121.52997
500119008,臺大檔案展示館,10,25.01391,121.52895
500119009,臺大水源舍區B棟,30,25.01525,121.53009
500119043,臺大男八舍東側,42,25.01729,121.54531
500119044,臺大禮賢樓東南側,23,25.01408,121.53759
500119045,臺大農業陳列館北側,45,25.01839,121.53404
500119046,臺大管理學院二館北側,40,25.01355,121.53673
500119047,臺大土木系館,30,25.01761,121.53844
500119048,臺大大一女舍北側,53,25.01547,121.53436
500119049,臺大女九舍西南側,62,25.01937,121.53902
500119050,臺大小福樓東側,31,25.01846,121.5376
500119051,臺大立體機車停車場,27,25.01616,121.54251
500119052,臺大工綜館南側,26,25.01857,121.54059
500119053,臺大天文數學館南側,19,25.02108,121.53783
500119054,臺大心理系館南側,30,25.01941,121.5404
500119055,臺大樂學館東側,28,25.01793,121.53585
500119056,臺大農化新館西側,10,25.01627,121.53535
500119057,臺大五號館西側,20,25.01666,121.53718
500119058,臺大舊體育館西側,33,25.0198,121.53583
500119059,臺大共同教室北側,20,25.01595,121.53791
500119060,臺大共同教室東南側,12,25.01566,121.53786
500119061,臺大鹿鳴堂東側,27,25.01511,121.53786
500119062,臺大公館停車場西北側,12,25.01345,121.53798
500119063,臺大第二行政大樓南側,27,25.01603,121.53635
500119064,臺大明達館機車停車場,28,25.01754,121.54398
500119065,臺大二號館,10,25.01699,121.53574
500119066,臺大凝態館南側,20,25.02157,121.53633
500119067,臺大社科院西側,42,25.02053,121.54145
500119068,臺大社會系館南側,39,25.01987,121.54175
500119069,臺大思亮館東南側,10,25.02074,121.53906
500119070,臺大椰林小舖,48,25.01561,121.53583
500119071,臺大計資中心南側,34,25.02036,121.53992
500119072,臺大原分所北側,12,25.01881,121.53868
500119074,臺大生命科學館西北側,30,25.01548,121.53825
500119075,臺大第一活動中心西南側,40,25.01761,121.53995
500119076,臺大博理館西側,22,25.01922,121.54195
500119077,臺大博雅館西側,56,25.0189,121.536
500119078,臺大森林館北側,10,25.01704,121.53888
500119079,臺大一號館,19,25.01698,121.53455
500119080,臺大小小福西南側,10,25.01539,121.53686
500119081,臺大教研館北側,11,25.01337,121.53909
500119082,臺大四號館東北側,10,25.01703,121.53781
500119083,臺大新生教室南側,18,25.0196,121.53846
500119084,臺大鄭江樓北側,10,25.019,121.54305
500119085,臺大電機二館東南側,14,25.01857,121.54247
500119086,臺大圖資系館北側,25,25.01804,121.53928
500119087,臺大總圖書館西南側,30,25.0169,121.54031
500119088,臺大黑森林西側,20,25.01995,121.54347
500119089,臺大獸醫館南側,24,25.01791,121.54242
500119090,臺大新體育館東南側,40,25.02112,121.53591
500119091,臺大明達館北側(員工宿舍),18,25.01816,121.54469
500201001,下庄市場,16,25.14678,121.3999
500201002,八里行政中心,16,25.15397,121.40721
500201003,八里中庄市場綜合大樓,28,25.15993,121.41407
500201004,大崁國小,16,25.16064,121.41938
500201005,龍米停車場,32,25.15678,121.43604
500201006,龍形停車場,20,25.13041,121.4513
500201007,十三行博物館,32,25.157,121.406
500201008,八里區民活動中心,14,25.14933,121.40126
500201009,挖仔尾自然生態保留區,15,25.16419,121.41586
500201010,文昌公園,15,25.15709,121.41033
500201011,八里國小,15,25.14896,121.4026
500201012,八里文化公園(棒球場),30,25.16359,121.41251
500201013,水興公,15,25.16208,121.42509
500201014,片仔溝公園,20,25.1502,121.40581
500201015,八里福朋喜來登酒店,18,25.15922,121.42945
500201016,訊塘社區公園,13,25.1455,121.39609
500201017,商港公園(商港八商港一路口),15,25.15039,121.40026
500201018,商港公園(商港七商港一路口),15,25.14916,121.39841
500202001,淺水灣,48,25.25232,121.47131
500202002,三芝國中,14,25.25898,121.50182
500202003,櫻花水車公園,15,25.25119,121.50125
500202004,三芝兒一公園,15,25.25719,121.4994
500203001,重新重安街口,23,25.05844,121.48975
500203002,三重高中,36,25.05478,121.49171
500203003,三重國民運動中心,24,25.05439,121.48849
500203004,捷運三重站(1號出口),36,25.05464,121.48322
500203005,中興橋(環河南路254巷口),21,25.05052,121.49138
500203006,疏洪東竹圍仔街口,16,25.04861,121.4864
500203007,環河福德南路口,23,25.06029,121.50217
500203008,光興國小,24,25.06027,121.49978
500203009,三光國小(金滿意),32,25.05596,121.49687
500203010,聯邦公園,49,25.06445,121.48371
500203011,興華公園,21,25.06013,121.4831
500203012,文中小停車場,39,25.05899,121.48255
500203013,三重行政中心,32,25.06057,121.48823
500203014,捷運菜寮站(3號出口),33,25.06047,121.4922
500203015,三重綜合體育館,47,25.06145,121.49193
500203016,三重商工(後竹圍街),20,25.07031,121.47976
500203017,力行大勇街口,28,25.07193,121.48151
500203018,後竹圍市民活動中心,34,25.07246,121.48576
500203019,和平公園,12,25.07088,121.48571
500203020,六合公園,37,25.0695,121.48759
500203021,三張公園,38,25.07051,121.49094
500203022,厚德公園,36,25.07199,121.4912
500203023,修德國小,28,25.0653,121.49045
500203024,明志國中,57,25.0634,121.48898
500203025,龍門龍濱路口,26,25.07348,121.50098
500203026,三德公園,33,25.0752151,121.5011704
500203027,開元市民活動中心,32,25.06607,121.50356
500203028,信義公園,16,25.0648,121.49875
500203029,集成成功路口,19,25.05154,121.48821
500203030,翔譽雙子星,28,25.05364,121.49292
500203031,穀保家商,28,25.0681,121.47103
500203032,正義公園,48,25.06855,121.49782
500203033,大智公園,16,25.06361,121.49445
500203034,捷運三重國小站,38,25.07042,121.49713
500203035,碧華公園,24,25.08374,121.48749
500203036,三重永豐公園,17,25.07463,121.47816
500203037,先嗇宮,16,25.05119,121.47601
500203038,中興北街42巷17弄,20,25.05006,121.46892
500203039,慈愛公園,13,25.08119,121.48461
500203040,進安公園,20,25.08603,121.49377
500203041,三重五常公園,28,25.08065,121.49615
500203042,五福里(五華街),39,25.08173,121.4939
500203043,碧華公園(集勇街),32,25.08415,121.48554
500203044,新北高中,62,25.08723,121.48953
500203045,三重商工,72,25.06868,121.48071
500203046,二重國中,34,25.06596,121.48047
500203047,自強溪尾街口,28,25.07822,121.49016
500203048,捷運三和國中站(1號出口),57,25.07588,121.4878
500203049,永盛公園,23,25.07613,121.4843
500203050,捷運先嗇宮站(2號出口),38,25.04607,121.47099
500203051,藍天大樓,20,25.0531,121.47017
500203052,中興北街175巷口,31,25.05597,121.47133
500203053,同安公園,33,25.05732,121.49907
500203054,東海高中,26,25.06484,121.47942
500203055,二重國小,38,25.06598,121.47766
500203056,新北市立圖書館三重分館,47,25.0661,121.49553
500203057,龍門公園,43,25.07482,121.49848
500203058,永福國小,26,25.07771,121.48032
500203059,太陽公園,25,25.08645,121.4856
500203060,捷運三重站(3號出口),19,25.05588,121.48474
500203061,仁愛街112巷,22,25.07486,121.49488
500203062,頂崁公園,14,25.05493,121.4756
500203063,重陽國小,19,25.06625,121.48434
500203064,力行地下停車場,20,25.07787,121.48287
500203065,三重親水公園,18,25.09114,121.49039
500203066,中正北路193巷(愛買三重店),32,25.07136,121.47599
500203067,三重商工地下停車場,21,25.06966,121.48352
500203068,三重棒球場,25,25.0613,121.4815
500203069,溪尾街196巷/仁美街口,18,25.0802,121.48587
500203070,六張公園,38,25.06966,121.49405
500203071,自然公園,18,25.08984,121.48799
500203072,仁美街/三和路四段145巷口,12,25.07872,121.48636
500203073,光明市場,22,25.05734,121.49181
500203074,元富一街/仁義街79巷口,15,25.08006,121.49955
500203075,國隆大仁街口,17,25.06468,121.492
500203076,三和慈愛街口,11,25.07814,121.48417
500203077,三重社會福利服務中心,11,25.07781,121.49128
500203078,捷運三和國中站(2號出口),17,25.07703,121.48635
500203079,三和龍門路口,18,25.0718,121.4949
500203080,元信二仁愛街口,20,25.07709,121.49417
500203081,力行路二段91巷口,13,25.07583,121.48255
500203082,永福國小(永福街72巷),22,25.07657,121.47985
500203083,格致中學,24,25.07403,121.48907
500203084,三重派出所,15,25.06395,121.5023
500203085,重陽橋市民活動中心,15,25.08634,121.49602
500203086,二重埔市民活動中心,20,25.06675,121.47557
500203087,神農街/光復路二段129巷口,14,25.05899,121.47409
500203088,光榮國中(秀江街),20,25.07221,121.49994
500203089,神農興德路口(恆美社區),40,25.05333,121.47427
500203090,正義國小地下停車場,13,25.06492,121.49491
500203091,群光公園,15,25.05604,121.47404
500203092,仁信段平面停車場,12,25.07914,121.49629
500203093,中正北路25巷(交響院社區),40,25.06318,121.49185
500203094,興穀國小,15,25.04937,121.47421
500203095,三重區停八停車場,17,25.05365,121.47621
500203096,國道車路頭街口,20,25.07307,121.48424
500203097,仁愛街422巷口,17,25.08153,121.49026
500203098,德厚公園,15,25.04883,121.47809
500203099,永德市民活動中心,20,25.07285,121.48842
500203100,龍濱公園,14,25.07298,121.50218
500203101,簡仔舍街(河家歡社區),40,25.05138,121.48652
500203102,碧華國中(三賢街),30,25.08861,121.48832
500203103,溪尾街(國道橋下),15,25.07486,121.49151
500203105,興德路134號(前),20,25.05287,121.47102
500203106,自強臨時平面停車場,21,25.08229,121.49515
500203107,仁義街26巷,17,25.0774,121.49811
500203108,中正北重陽路口,21,25.06417,121.48736
500203115,集美街58巷口(東北側),16,25.055,121.48833
500203116,三和路四段73號旁,15,25.07513,121.48977
500203117,三信集英路口,13,25.08563,121.48748
500203118,慈化公園,16,25.08461,121.48864
500205001,恩主公醫院,50,24.93891,121.36355
500205002,安溪國小,22,24.93122,121.37265
500205003,介壽國小,21,24.93026,121.37912
500205004,安溪國中,16,24.92638,121.37185
500205005,三峽國光青年社會住宅,16,24.93743,121.37686
500205006,三峽區公所(三峽老街),28,24.9339,121.36929
500205007,中園國小,16,24.92785,121.36752
500205008,復興民生街口,20,24.937,121.373
500205009,三峽國中,29,24.9389,121.369
500205010,海洋公園,19,24.94776,121.37676
500205011,龍埔國小,30,24.94104,121.37676
500205012,國立臺北大學(三峽校區),58,24.94594,121.3729
500205013,三鶯國民運動中心,17,24.93697,121.36858
500205014,臺北大學(音律資訊大樓),50,24.94278,121.36992
500205015,臺北大學體育館,22,24.93974,121.36688
500205016,中華愛國路口,10,24.9327,121.37462
500205017,中山科學研究院,14,24.90328,121.35512
500205018,學成大義路口(學成路一),13,24.94477,121.37803
500205019,龍埔三樹路98巷口,22,24.93989,121.38393
500205020,三峽區礁溪行政中心,16,24.92843,121.37592
500205021,新北市客家文化園區,17,24.94207,121.36034
500205022,龍恩公園,21,24.94135,121.37052
500205023,龍埔公園,23,24.93841,121.3742
500205024,大智中山路口,20,24.93782,121.36084
500205025,明德高中,27,24.90742,121.36472
500205026,學府大學路口,18,24.94779,121.3718
500205027,學府大德路口,12,24.94864,121.37362
500205028,大德學勤路口,15,24.94634,121.37506
500205029,學勤大觀路口,15,24.94584,121.3743
500205030,學成大德路口,13,24.94334,121.37634
500205031,三樹大德路口,15,24.94163,121.37871
500205032,大義三樹路口,14,24.94357,121.37899
500205033,中園國小(民權街),19,24.92853,121.36767
500205034,三峽國小(中山路),21,24.93474,121.36779
500205035,臺北大學宿舍(學成路),20,24.94092,121.36856
500205036,國際二國學街口,15,24.94319,121.37233
500205037,大學學成路口,11,24.94298,121.37521
500205038,國慶三樹路口,20,24.93826,121.37738
500205039,三樹大學路口,14,24.93951,121.37816
500205040,薇多綠雅社區(警衛亭),19,24.90883,121.35816
500205041,薇多綠雅社區(活動中心),15,24.90955,121.35727
500205042,溪東市民活動中心,20,24.93192,121.40753
500205043,光明路69巷口,10,24.92918,121.37726
500205044,大同路270巷口,15,24.92526,121.36551
500205045,龍埔自行車道(民生街1巷),20,24.93455,121.37824
500205046,龍埔介壽路口,16,24.93513,121.39008
500205047,國慶學成路口,10,24.94095,121.37397
500205048,中園街福隆宮,15,24.92239,121.36717
500205049,臺北大學蓮池,24,24.94723,121.37117
500205050,臺北大學商學院(尋鳶大道),11,24.94557,121.37249
500205051,臺北大學商學院(法商大道),26,24.94499,121.37146
500205052,臺北大學行政大樓(法商大道),23,24.94494,121.3712
500205053,臺北大學法學院(鳶飛大道),29,24.94438,121.37333
500205054,臺北大學公共事務大樓(法商大道),22,24.94363,121.37212
500205055,臺北大學公共事務大樓(公政大道),23,24.94325,121.37121
500205056,臺北大學行政大樓(公政大道),34,24.94457,121.37037
500205057,臺北大學社科院(公政大道),25,24.94441,121.3701
500205058,臺北大學社科院(圖資大道),27,24.94396,121.36912
500205059,臺北大學田徑場(體風路),30,24.9395,121.36433
500205060,臺北大學隆恩哨(忘憂路),15,24.94254,121.36547
500205061,臺北大學懷德居木師基地,14,24.94334,121.36743
500205062,北大高中,23,24.9492,121.37505
500205063,光明停車場,15,24.93036,121.3741
500205064,八安大橋(清水街),10,24.92701,121.36891
500205065,三峽中山公園,15,24.93561,121.36584
500205066,三鶯國民運動中心停車場,22,24.93614,121.36941
500205067,國光街330巷口,16,24.93942,121.37212
500205068,添福里(添福15號之33),16,24.90475,121.37254
500206001,華南頂埔科技大樓,40,24.96046,121.41716
500206002,新北高工(學士路),28,24.98216,121.45277
500206003,清水社區公園,34,24.98382,121.46353
500206004,土城仁愛社區公園,34,24.98071,121.46035
500206005,清和里(青雲路),32,24.97513,121.45874
500206006,斬龍山遺址文化公園,54,24.97666,121.4477
500206007,中央路一段292巷口,48,24.98279,121.44383
500206008,中華城林路口,18,24.97525,121.43883
500206009,頂埔市場,24,24.95816,121.41504
500206010,土城綜合體育場,46,24.98367,121.45423
500206011,捷運海山站(1號出口),94,24.98441,121.44855
500206012,學成公園,32,24.98803,121.45151
500206013,員和公園,58,24.97891832,121.4427503
500206014,捷運土城站(2號出口),31,24.9728,121.44395
500206015,金城忠義路口,35,24.9691,121.44024
500206016,捷運永寧站(2號出口),37,24.96613,121.43554
500206017,亞洲員安路口,23,24.97256,121.43485
500206018,金城立德路口,27,24.98689,121.46602
500206019,金城立體停車場,30,24.98367,121.45795
500206020,土城國中,36,24.96243,121.43037
500206021,沛陂社區公園,12,24.96326231,121.4196988
500206022,捷運頂埔站(2號出口),30,24.95852,121.4178
500206023,頂埔國小,25,24.95636,121.4144
500206024,頂新祖田市民活動中心,38,24.95319,121.41211
500206025,捷運海山站(3號出口),88,24.98639,121.44911
500206026,大安中央路口,27,24.96576,121.43264
500206027,中山1號科技總部,16,24.96044661,121.412124
500206028,長風社區,26,24.97811,121.43937
500206029,中央慶利街口(風華綠中央社區),12,24.97338,121.44052
500206030,金城裕民路口(金城舞社區),30,24.98156,121.45466
500206031,青雲路451巷口(紐約艾美社區),41,24.97475,121.45873
500206032,學士學府路口(大苑社區),47,24.97695845,121.445801
500206033,新北高工,25,24.98344,121.45054
500206034,中華裕華街口,13,24.99003,121.4472
500206035,金城裕民路口(中正國中),49,24.98288,121.45619
500206036,中華中央路一段242巷口,41,24.98551,121.44348
500206037,員林社區公園,45,24.97784,121.44328
500206038,延和社區公園,40,24.99018,121.46882
500206039,青山廣場,32,24.97793,121.45987
500206040,立德青雲路口,29,24.9883,121.46102
500206041,廣福派出所,21,24.98816,121.45655
500206042,延吉街291巷口,10,24.98394,121.46716
500206043,清水高中,33,24.982,121.46547
500206044,裕民路口(清水路),34,24.98157,121.45616
500206046,中華日新街口,10,24.98756,121.44463
500206047,清水高中(國際路),13,24.98034,121.46498
500206048,延吉街111巷1弄,18,24.98623,121.47171
500206049,大安市民活動中心,25,24.96595,121.43935
500206050,中央中華路口(金城),16,24.96875,121.43808
500206051,土城國小(興城路),17,24.97267,121.44149
500206052,金城龍山二街口,20,24.97881,121.45096
500206053,新北高工(明德路),18,24.98112,121.4515
500206054,廣福國小,15,24.98713,121.45506
500206055,裕民路55巷,17,24.9886,121.44948
500206056,裕生停車場,15,24.9846,121.44687
500206057,中央路四段33號北側,15,24.96222,121.42329
500206058,和平路105號,10,24.96847,121.45129
500206059,金城路三段52巷,16,24.98635,121.46609
500206060,延吉街47巷口,10,24.98795,121.47236
500206061,莒光四村停車場,12,24.98716,121.44639
500206062,中央路三段281巷,24,24.96314,121.42679
500206063,捷運永寧站(3號出口),23,24.96711,121.43688
500206064,捷運永寧站(4號出口),12,24.96744,121.43677
500206065,捷運土城站(1號出口),10,24.97314,121.44418
500206066,青雲路434巷口,18,24.97193,121.45915
500206067,中央路二段180巷,15,24.97616,121.44162
500206068,日和中華路口,21,24.98402,121.44283
500206069,員林平面停車場,9,24.97681,121.44437
500206070,學士龍山二街口(金城舞2社區),31,24.97991,121.45049
500206071,中央公園地下停車場,15,24.98276,121.44478
500206072,中華路一段70巷口,12,24.98825,121.4454
500206073,延和廣場,19,24.98704,121.46415
500206074,明德平面停車場,10,24.98403,121.46628
500206075,惜福公園,20,24.98144,121.44815
500206076,中山三民路口(土城工業區),40,24.96287,121.42122
500206077,中央公園(莊園街),33,24.98205,121.44565
500206078,承天路4巷(MRT社區),40,24.964,121.43617
500206079,金城路三段156號前,15,24.98728,121.46708
500206081,裕華街,15,24.9905,121.44643
500206082,土城區公所,28,24.9719,121.44316
500206083,捷運土城站(3號出口),33,24.9739,121.44527
500206084,金城峯廷街口,9,24.98814,121.46864
500206085,永豐路157巷口,21,24.98171,121.46709
500206086,捷運海山站(2號出口),67,24.98457,121.44875
500207001,民有公園,36,25.00863,121.47468
500207002,捷運橋和站,46,25.00572,121.48906
500207003,漳和國中,37,25.00244,121.50505
500207004,光華橋(保平路),31,25.00467,121.50779
500207005,捷運南勢角站(4號出口),60,24.98942,121.50998
500207006,中正路161巷口,44,24.99299,121.49935
500207007,景安板南路口,21,24.99228,121.50424
500207008,新北市立中和高級中學,32,24.99424,121.4786
500207009,民享藝文特區,40,25.00354,121.47529
500207010,雙和醫院,19,24.99367,121.49411
500207011,捷運景安站,70,24.99352,121.50472
500207012,中原東街(左岸牡丹園),29,25.01297,121.48601
500207013,安邦公園,43,24.99678,121.49651
500207014,中和國民運動中心,64,24.99348,121.48758
500207015,捷運景平站,36,24.99202,121.51563
500207016,中和安和路口,29,24.99966,121.50602
500207017,民樂人行廣場,32,25.00184,121.48265
500207018,碧河宮,36,24.99665,121.49314
500207019,圓通錦和路口,29,24.98955,121.49125
500207020,福和宮,47,25.00111,121.50195
500207021,華新街109巷11弄,48,24.97996,121.50873
500207022,中和青年社會住宅,46,24.99099,121.51918
500207023,捷運中原站,64,25.00765,121.48486
500207024,環河西路三段(日安社區),32,25.00774,121.49321
500207025,中和地政事務所,18,24.99039,121.5024
500207026,員勝公園,30,25.01028,121.47869
500207027,元氣大鎮社區,17,25.00572,121.479
500207028,積穗國中,19,24.99977,121.47808
500207029,興南路二段34巷口,14,24.98539,121.50701
500207030,捷運中和站,24,25.00221,121.49587
500207031,福祥里(中和溝),29,25.00593,121.49957
500207032,中和區公所,18,24.99856,121.50053
500207033,飛駝社區(興南路),22,24.98347,121.50483
500207034,安樂宜安路口,25,24.99527,121.51351
500207035,中和環球購物中心,24,25.00637,121.47422
500207036,華福市民活動中心,26,24.99548,121.46753
500207037,圓通路335巷33弄,26,24.98899,121.49303
500207038,山北公園,20,25.00653,121.50014
500207039,遠雄左岸,45,25.00983,121.48808
500207040,瓦磘溝(福真里),41,25.00402,121.49439
500207041,佳和公園,27,25.00694,121.5032
500207042,捷運秀朗橋站,30,24.99045,121.52496
500207043,德光莒光路口,24,25.0047,121.47178
500207044,中和公園,43,25.00073,121.51435
500207045,秀朗成功路口,33,24.9956,121.52655
500207046,捷運永安市場站,53,25.00049,121.51111
500207047,德光國光街口,21,25.00314,121.46809
500207048,錦和高中,14,24.99351,121.49076
500207049,民德立體停車場,18,24.99909,121.46836
500207050,景新國小,14,24.98893,121.5148
500207051,南華路56巷,16,24.99706,121.50431
500207052,中和自強公園,29,24.99886,121.47238
500207053,烘爐地山下籃球場,14,24.9798,121.4987
500207054,秀山國小,59,24.99612,121.52192
500207055,華夏科技大學,42,24.98067,121.50765
500207057,圓通綠廊,13,24.9945,121.49711
500207058,板南路492號,15,25.00754,121.48582
500207059,壽德新村,18,24.99548,121.46536
500207060,雙和醫院(圓通路252巷口),36,24.99092,121.49373
500207061,安平橋,15,24.99474,121.50936
500207062,景本里集會所,15,24.98933,121.51326
500207063,秀山公園(北側),14,24.99592,121.52327
500207064,華福公園,16,24.99728,121.46529
500207065,中和公園(秀安街口),15,25.00218,121.51498
500207066,台灣電力公司中和服務所,17,24.99149,121.50683
500207067,碧河里公園(建康路),16,25.00013,121.49171
500207068,捷運景平站(景平路278巷口),20,24.99244,121.51513
500207069,華新街143巷,15,24.97942,121.50632
500207070,華夏科技大學(華新街),16,24.98247,121.50785
500207071,中原中板路口,18,25.01169,121.48521
500207072,中原五街口,20,25.01086,121.48603
500207073,飛駝二村,11,24.9836,121.51138
500207074,國光街圓環小公園,16,25.00135,121.46987
500207075,興南路二段231巷口,19,24.98229,121.5035
500207076,嘉穗公園,10,24.99566,121.4784
500207077,中山橋安街口,12,25.00274,121.49253
500207078,板南立言街口,15,25.00655,121.48791
500207079,中原抽水站,15,25.00985,121.48968
500207080,建六中正路口,12,25.00223,121.48526
500207081,審計人員訓練大樓,10,24.98184,121.50956
500207082,遠東世紀廣場C棟,10,24.99853,121.48645
500207083,員山路36巷口,19,24.9908,121.48211
500207084,民德路口,15,25.00203,121.46885
500207086,和城停車場,15,24.99404,121.48917
500207087,民樂停車場,20,25.00134,121.48391
500207088,佳和公園(中山路二段64巷7弄),15,25.00492,121.50358
500207089,水源路29巷/光華街口,11,25.00414,121.50429
500207090,莒光路136巷口,15,25.00133,121.47261
500207091,佳和公園(中山路二段64巷5弄),26,25.00435,121.50186
500207092,景新立體停車場,12,24.98985,121.51301
500207093,秀朗路三段10巷12弄,17,24.99719,121.52567
500207094,景平橋和路口,15,25.00672,121.49479
500207095,中興街180巷口,18,24.99098,121.49985
500207097,中和公園(安平中安街口),14,24.99856,121.51258
500207098,福祥永和路口,11,25.00365,121.49938
500209001,新城一路(守讓堂),15,25.08373,121.4407
500209002,德音國小,17,25.07198,121.43564
500209003,五股工商立體停車場,18,25.08245,121.43955
500209004,成德公園,16,25.10484,121.45282
500209005,五股國民運動中心,18,25.09537,121.44832
500209006,貿商國宅,23,25.06939,121.43068
500209007,新北市工商展覽中心,24,25.06433,121.44761
500209008,公五公園,34,25.08655,121.44529
500209009,芳洲八路,16,25.0888,121.44631
500209010,凌雲路一段158巷口,15,25.10356,121.44818
500209011,德泰公園,13,25.06812,121.43505
500209012,新北市立圖書館五股成功分館,16,25.09472,121.44685
500209013,成州國小,16,25.09952,121.4509
500209014,台北得意GO,14,25.07429,121.46769
500209015,陸光國宅,16,25.08832,121.43232
500209016,成泰路一段(中油),16,25.07785,121.43555
500209017,新北市勞工活動中心,16,25.0615,121.451
500209018,御史路1巷,16,25.0904,121.442
500209019,成泰路4段22巷,32,25.1083,121.456
500209020,五股郵局,25,25.10165,121.45098
500209021,民義公園,16,25.08835,121.43453
500209022,成功運動公園,14,25.09283,121.44472
500209023,五工五五權路口,18,25.0665,121.4497
500209024,成州停車場,18,25.10013,121.44836
500209025,永安橋下停車場,14,25.07978,121.44905
500209026,中興路二段37巷口,20,25.0754,121.4624
500210001,名利橋,29,25.00785,121.50099
500210002,保順環河西路口,59,25.01135,121.50285
500210003,永平高中,22,25.00979,121.50909
500210004,仁愛公園,46,25.00952,121.50542
500210005,永和國小,23,25.00227,121.51744
500210006,秀朗國小,36,24.99896,121.52278
500210007,永和國民運動中心,26,25.00317,121.52407
500210008,福和國中停車場,26,25.00501,121.52267
500210009,福和國中,63,25.00595,121.52093
500210010,保安永平路口,25,25.01233,121.50604
500210011,頂溪國小,34,25.01581,121.51126
500210012,保平路214巷,16,25.00701,121.50921
500210013,環河西路一段95巷口,19,25.01783,121.51196
500210014,忠孝活動中心,16,25.01677,121.51528
500210015,秀得里(成功路二段),20,25.00071,121.52673
500210016,永和國父紀念館,20,25.00839,121.52023
500210017,永和自由街,24,25.0052,121.51334
500210018,民權社區活動中心,16,24.99778,121.51968
500210019,中正橋,28,25.01776,121.51681
500210020,上林里(環河東路一段),32,25.015,121.52095
500210021,福和路7巷口,25,25.00854,121.52473
500210022,福和橋,31,25.00454,121.52785
500210023,雙和橋,29,25.00573,121.50574
500210024,捷運頂溪站(2號出口),15,25.01424,121.51549
500210025,永和耕莘醫院,22,25.01123,121.5177
500210026,環河民樂街59巷26弄口,15,24.99798,121.52844
500210027,仁愛公園(仁愛路),15,25.01138,121.50796
500210028,永福橋,37,25.01003,121.52418
500210029,保平永和路一段口,15,25.00746,121.5134
500210030,福和自強街28巷口,12,25.00725,121.51572
500210031,永和國中(國中路),15,25.00674,121.52269
500210032,中正路666巷口,10,25.00913,121.51917
500210033,永貞水源街口,12,25.00492,121.5117
500210034,永和區公所公有新生市場,12,25.01402,121.50704
500210035,保安保福路二段口,14,25.01497,121.5087
500210036,保福保福路二段133巷口,14,25.01422,121.5097
500210037,仁愛信義路口,20,25.01329,121.51269
500210038,永和勵行街口,10,25.01455,121.51583
500210039,仁愛路306巷18弄口,13,25.00888,121.50303
500210040,瓦磘截流站,11,25.009,121.49972
500210041,永成市民活動中心,12,25.0173,121.5101
500210042,秀朗路二段24巷16弄24號,14,25.00239,121.52007
500210043,中正橋(環河西路一段),24,25.01803,121.51553
500210044,仁愛路40巷口,14,25.01346,121.51416
500210045,捷運頂溪站(復興街1巷),15,25.0131,121.51544
500210046,捷運頂溪站(中興街),27,25.01223,121.51526
500210047,頂溪國小地下停車場,13,25.01452,121.51057
