站點編號,2月20日見車率,3月22日見車率,對應站名,消長幅度,色票,分類,lat,lng
500104025,79.72%,83.15%,華齡街185巷口,3.43%,#F0D5BE,+5%以內,25.08828,121.51985
500104026,79.35%,93.89%,前港公園(前港街),14.54%,#FEDD88,90%以上、未滿100%,25.0848,121.52125
500104027,98.89%,85.93%,百齡高中,-12.96%,#B1112B,-10%以上,25.08736,121.52272
500104028,86.76%,81.67%,捷運芝山站(2號出口),-5.09%,#D7586D,-5%至-10%,25.10364,121.52219
500104029,93.33%,100.00%,臺灣戲曲中心,6.67%,#FEB700,100%,25.10208,121.51979
500104030,89.81%,100.00%,捷運劍潭站(2號出口),10.19%,#FEB700,100%,25.08388,121.52535
500104031,86.85%,91.39%,劍潭基河路口,4.54%,#FEDD88,90%以上、未滿100%,25.08403,121.5249
500104032,85.09%,100.00%,志成公園,14.91%,#FEB700,100%,25.09667,121.53206
500104033,70.56%,92.59%,福林國小,22.04%,#FEDD88,90%以上、未滿100%,25.09896,121.53025
500104034,90.46%,92.50%,中山中正路口,2.04%,#FEDD88,90%以上、未滿100%,25.09651,121.52753
500104035,98.52%,91.30%,士林運動中心,-7.22%,#FEDD88,90%以上、未滿100%,25.08911,121.52154
500104036,100.00%,93.43%,陽明高中,-6.57%,#FEDD88,90%以上、未滿100%,25.09164,121.51706
500104037,91.48%,98.33%,兒童新樂園,6.85%,#FEDD88,90%以上、未滿100%,25.09631,121.51449
500104038,100.00%,92.04%,臺北市立天文館,-7.96%,#FEDD88,90%以上、未滿100%,25.09598,121.51776
500104040,96.85%,90.09%,福林公園,-6.76%,#FEDD88,90%以上、未滿100%,25.09419,121.52833
500104041,89.44%,96.39%,捷運士林站(2號出口),6.94%,#FEDD88,90%以上、未滿100%,25.09343,121.52642
500104042,100.00%,98.98%,銘傳大學,-1.02%,#FEDD88,90%以上、未滿100%,25.08771,121.52677
500104043,100.00%,92.41%,士林高商,-7.59%,#FEDD88,90%以上、未滿100%,25.09435,121.51702
500104044,100.00%,97.41%,蘭雅公園,-2.59%,#FEDD88,90%以上、未滿100%,25.10991,121.53039
500104045,85.74%,87.04%,聯合醫院陽明院區,1.30%,#F0D5BE,+5%以內,25.10455,121.53195
500104046,100.00%,83.15%,捷運芝山站(1號出口),-16.85%,#B1112B,-10%以上,25.10225,121.52286
500104047,80.65%,90.46%,至誠公園,9.81%,#FEDD88,90%以上、未滿100%,25.10143,121.53585
500104048,100.00%,85.56%,原住民文化主題公園,-14.44%,#B1112B,-10%以上,25.10113,121.55159
500104049,94.26%,100.00%,通河東街2段10巷口,5.74%,#FEB700,100%,25.09106,121.51502
500104050,88.70%,82.87%,梅林新村,-5.83%,#D7586D,-5%至-10%,25.09755,121.54036
500104051,100.00%,100.00%,延平北中正路口,0.00%,#FEB700,100%,25.08678,121.50948
500104052,99.54%,100.00%,重慶北路四段190巷口,0.46%,#FEB700,100%,25.08505,121.51166
500104053,100.00%,83.33%,重慶北葫東街口,-16.67%,#B1112B,-10%以上,25.08393,121.51169
500104054,100.00%,98.61%,葫蘆國小,-1.39%,#FEDD88,90%以上、未滿100%,25.08254,121.5075
500104055,90.09%,96.11%,士林3號廣場,6.02%,#FEDD88,90%以上、未滿100%,25.10459,121.52417
500104056,100.00%,100.00%,社正公園,0.00%,#FEB700,100%,25.08824,121.51054
500104057,100.00%,95.93%,社子國小,-4.07%,#FEDD88,90%以上、未滿100%,25.09058,121.50142
500104058,100.00%,100.00%,社中街384巷口,0.00%,#FEB700,100%,25.09346,121.50376
500104059,70.74%,93.70%,忠誠路一段138號,22.96%,#FEDD88,90%以上、未滿100%,25.10641,121.52944
500104060,93.98%,100.00%,社子公園,6.02%,#FEB700,100%,25.0902,121.50622
500104061,95.93%,83.33%,國立故宮博物院,-12.59%,#B1112B,-10%以上,25.09833,121.54788
500104062,83.33%,85.28%,泰北高中,1.94%,#F0D5BE,+5%以內,25.09763,121.53402
500104063,100.00%,100.00%,後港公園,0.00%,#FEB700,100%,25.09312,121.51419
500104064,93.43%,99.44%,重慶北路四段117號,6.02%,#FEDD88,90%以上、未滿100%,25.08279,121.51219
500104065,100.00%,100.00%,社子島島頭公園,0.00%,#FEB700,100%,25.10893,121.46639
500104066,100.00%,100.00%,延平北路八段133巷口,0.00%,#FEB700,100%,25.10304,121.48297
500104067,100.00%,100.00%,坤天亭,0.00%,#FEB700,100%,25.1064,121.4836
500104068,100.00%,100.00%,社子島濕地解說小築,0.00%,#FEB700,100%,25.11314,121.48974
500104069,93.06%,100.00%,福安國中,6.94%,#FEB700,100%,25.10261,121.48819
500104070,100.00%,100.00%,福安消防分隊,0.00%,#FEB700,100%,25.09669,121.49706
500104071,91.39%,94.81%,聖山綠地,3.43%,#FEDD88,90%以上、未滿100%,25.10696,121.53234
500104072,99.72%,99.35%,芝山國小,-0.37%,#FEDD88,90%以上、未滿100%,25.11044,121.53595
500104073,95.74%,100.00%,士林新天地,4.26%,#FEB700,100%,25.08899,121.51751
500104074,97.69%,100.00%,蘭雅國小,2.31%,#FEB700,100%,25.10775,121.52312
500104075,100.00%,94.26%,中正基河路口,-5.74%,#FEDD88,90%以上、未滿100%,25.0933,121.51962
500104076,100.00%,100.00%,福林公園(中正路),0.00%,#FEB700,100%,25.09609,121.53006
500104077,86.48%,86.30%,至善臨溪路口,-0.19%,#FBB1BD,-5%以內,25.09709,121.54229
500104078,85.00%,100.00%,市立圖書館葫蘆堵分館,15.00%,#FEB700,100%,25.08217,121.51074
500104079,99.54%,88.61%,東山路110巷口,-10.93%,#B1112B,-10%以上,25.11306,121.53945
500104080,100.00%,100.00%,永平社會住宅,0.00%,#FEB700,100%,25.08887,121.50314
500104081,75.28%,85.19%,雨農橋,9.91%,#E3BE98,+5%至10%,25.10012,121.53253
500104082,77.41%,90.00%,通河街76巷/承德路四段10巷口,12.59%,#C09662,+10%以上,25.08019,121.5202
500104083,100.00%,100.00%,芝山聖佑宮,0.00%,#FEB700,100%,25.10455,121.53025
500104084,87.13%,91.76%,至誠雨聲街口,4.63%,#FEDD88,90%以上、未滿100%,25.10199,121.52927
500104085,87.78%,73.80%,捷運線型公園(後街),-13.98%,#B1112B,-10%以上,25.09812,121.52449
500104086,100.00%,99.91%,天母公園,-0.09%,#FEDD88,90%以上、未滿100%,25.12408,121.53003
500104087,91.85%,86.94%,基河文林路口,-4.91%,#FBB1BD,-5%以內,25.08637,121.5247
500104088,88.98%,90.65%,文林福華路口,1.67%,#FEDD88,90%以上、未滿100%,25.10094,121.52243
500104089,79.72%,91.30%,劍潭海外青年活動中心_1,11.57%,#FEDD88,90%以上、未滿100%,25.0796,121.5237
500104090,100.00%,100.00%,社子國小_1,0.00%,#FEB700,100%,25.09029,121.50189
500104091,84.63%,95.65%,捷運劍潭站(1號出口),11.02%,#FEDD88,90%以上、未滿100%,25.08577,121.52531
500104092,97.41%,95.56%,德行東山路口,-1.85%,#FEDD88,90%以上、未滿100%,25.1107,121.53999
500104094,100.00%,91.20%,重慶北通河西街口,-8.80%,#FEDD88,90%以上、未滿100%,25.08756,121.51177
500104095,93.24%,100.00%,葫蘆國小(延平北路五段285巷),6.76%,#FEB700,100%,25.08406,121.5067
500104096,100.00%,96.39%,社子市場,-3.61%,#FEDD88,90%以上、未滿100%,25.0881,121.50873
500104098,81.48%,90.19%,承德劍潭路口,8.70%,#FEDD88,90%以上、未滿100%,25.0841,121.52341
500104099,75.83%,90.65%,文林路101巷口,14.81%,#FEDD88,90%以上、未滿100%,25.08761,121.52608
500104100,100.00%,81.30%,延平北路五段257巷15弄口,-18.70%,#B1112B,-10%以上,25.08408,121.50959
500104101,96.67%,86.85%,延平北路五段257巷4弄口,-9.81%,#D7586D,-5%至-10%,25.08471,121.5089
500104102,81.85%,86.57%,啟明學校,4.72%,#F0D5BE,+5%以內,25.11742,121.53472
500104103,96.67%,93.06%,中山福國路口,-3.61%,#FEDD88,90%以上、未滿100%,25.10203,121.52561
500104104,84.17%,87.87%,德行公園,3.70%,#F0D5BE,+5%以內,25.10585,121.52376
500104105,86.57%,100.00%,承德後港街口,13.43%,#FEB700,100%,25.08238,121.52309
500104106,73.52%,97.96%,中山北路五段698巷口,24.44%,#FEDD88,90%以上、未滿100%,25.09765,121.52757
500104107,83.33%,88.43%,捷運士林站(1號出口),5.09%,#E3BE98,+5%至10%,25.09561,121.52552
500104108,83.43%,88.33%,捷運芝山站(2號出口)_1,4.91%,#F0D5BE,+5%以內,25.10336,121.52263
500104109,100.00%,75.28%,銘傳大學(中山北路五段280巷口),-24.72%,#B1112B,-10%以上,25.08762,121.52711
500104110,84.72%,89.81%,海光公園南側,5.09%,#E3BE98,+5%至10%,25.08036,121.5084
500104111,96.48%,91.20%,士商路40巷口,-5.28%,#FEDD88,90%以上、未滿100%,25.09013,121.52054
500104112,87.96%,88.06%,劍潭郵局,0.09%,#F0D5BE,+5%以內,25.08182,121.52431
500104113,92.31%,96.39%,士東路91巷口,4.07%,#FEDD88,90%以上、未滿100%,25.11247,121.52914
500104114,94.81%,95.56%,美崙公園,0.74%,#FEDD88,90%以上、未滿100%,25.09677,121.51931
500104115,89.72%,88.80%,臺北市立大學(忠誠路二段207巷),-0.93%,#FBB1BD,-5%以內,25.11642,121.53743
500104116,96.02%,94.91%,天母東路8巷/忠誠路二段154巷口,-1.11%,#FEDD88,90%以上、未滿100%,25.11579,121.53113
500104117,95.00%,89.07%,美崙公園(東北側),-5.93%,#D7586D,-5%至-10%,25.09886,121.51835
500104118,100.00%,100.00%,福安河濱公園,0.00%,#FEB700,100%,25.09646,121.49358
500104119,88.80%,87.41%,忠誠忠義街口(北側),-1.39%,#FBB1BD,-5%以內,25.10566,121.52922
500104120,79.26%,82.31%,忠誠忠義街口(南側),3.06%,#F0D5BE,+5%以內,25.10519,121.52869
500104121,73.61%,90.46%,士林國小,16.85%,#FEDD88,90%以上、未滿100%,25.09204,121.52472
500104124,,74.11%,天和一號公園,74.11%,#CDCDCD,無法比較,25.11836,121.53466
500104125,,93.22%,忠誠路二段178巷口,93.22%,#FEDD88,90%以上、未滿100%,25.11633,121.53295
500104126,,94.44%,克強磺溪街口,94.44%,#FEDD88,90%以上、未滿100%,25.10893,121.52319
500104129,,57.33%,福林路100巷77弄口,57.33%,#CDCDCD,無法比較,25.09441,121.53285
500105001,100.00%,100.00%,台北花木批發市場,0.00%,#FEB700,100%,25.00402,121.54074
500105002,84.72%,87.41%,捷運萬隆站(4號出口),2.69%,#F0D5BE,+5%以內,25.0027,121.53861
500105003,96.11%,93.70%,捷運萬隆站(1號出口),-2.41%,#FEDD88,90%以上、未滿100%,25.00115,121.53916
500105004,88.98%,99.81%,萬和二號公園,10.83%,#FEDD88,90%以上、未滿100%,25.00154,121.5364
500105005,83.43%,78.61%,捷運萬隆站(2號出口),-4.81%,#FBB1BD,-5%以內,25.00144,121.53983
500105006,89.91%,78.80%,景仁公園,-11.11%,#B1112B,-10%以上,24.99621,121.54043
500105007,89.54%,99.63%,捷運景美站(2號出口),10.09%,#FEDD88,90%以上、未滿100%,24.99366,121.54124
500105008,99.81%,100.00%,羅斯福景隆街口,0.19%,#FEB700,100%,24.99898,121.5403
500105009,100.00%,100.00%,景福街/羅斯福路6段142巷口,0.00%,#FEB700,100%,24.99812,121.53663
500105010,99.81%,95.93%,興旺公園,-3.89%,#FEDD88,90%以上、未滿100%,25.00587,121.55012
500105011,95.19%,97.96%,興福國中,2.78%,#FEDD88,90%以上、未滿100%,25.00465,121.54916
500105012,100.00%,100.00%,興隆路2段203巷,0.00%,#FEB700,100%,25.00346,121.54709
500105013,94.81%,98.52%,景美運動公園,3.70%,#FEDD88,90%以上、未滿100%,25.00219,121.54454
500105014,95.19%,91.48%,景美醫院,-3.70%,#FEDD88,90%以上、未滿100%,24.99136,121.54008
500105015,92.50%,89.17%,師範大學公館校區,-3.33%,#FBB1BD,-5%以內,25.00792,121.53731
500105016,88.15%,91.76%,景華街128巷口,3.61%,#FEDD88,90%以上、未滿100%,24.99543,121.54725
500105017,90.28%,97.78%,仙跡岩登山口(景興路),7.50%,#FEDD88,90%以上、未滿100%,24.99118,121.5436
500105018,69.72%,87.69%,國立政治大學,17.96%,#C09662,+10%以上,24.98737,121.57726
500105019,96.57%,89.72%,捷運動物園站,-6.85%,#D7586D,-5%至-10%,24.99873,121.57985
500105020,80.28%,93.61%,捷運木柵站,13.33%,#FEDD88,90%以上、未滿100%,24.99798,121.57455
500105021,100.00%,100.00%,捷運萬芳社區站,0.00%,#FEB700,100%,24.99886,121.56769
500105022,92.78%,96.11%,文山運動中心,3.33%,#FEDD88,90%以上、未滿100%,24.99676,121.5596
500105023,73.80%,79.81%,捷運辛亥站,6.02%,#E3BE98,+5%至10%,25.00467,121.55684
500105024,100.00%,100.00%,興豐公園,0.00%,#FEB700,100%,24.99982,121.54761
500105025,94.07%,100.00%,木柵光輝路口,5.93%,#FEB700,100%,24.98816,121.55528
500105026,100.00%,100.00%,考試院,0.00%,#FEB700,100%,24.98747,121.54984
500105027,73.70%,89.07%,和興路26巷口,15.37%,#C09662,+10%以上,24.98573,121.54532
500105028,96.76%,87.04%,世新大學,-9.72%,#D7586D,-5%至-10%,24.98859,121.54336
500105029,81.11%,96.39%,一壽橋,15.28%,#FEDD88,90%以上、未滿100%,24.97837,121.55548
500105030,100.00%,93.80%,臺北市立景美女中,-6.20%,#FEDD88,90%以上、未滿100%,24.98058,121.55624
500105031,100.00%,100.00%,永安藝文館-表演36房,0.00%,#FEB700,100%,24.98414,121.56907
500105032,88.70%,100.00%,忠順區民活動中心,11.30%,#FEB700,100%,24.98471,121.56332
500105033,97.87%,93.89%,景文中學,-3.98%,#FEDD88,90%以上、未滿100%,24.98574,121.56745
500105034,86.39%,91.57%,老泉街籃球場,5.19%,#FEDD88,90%以上、未滿100%,24.97619,121.5583
500105035,98.80%,98.06%,文山行政中心,-0.74%,#FEDD88,90%以上、未滿100%,24.98959,121.56959
500105036,71.57%,96.94%,木柵公園,25.37%,#FEDD88,90%以上、未滿100%,24.98718,121.56059
500105037,64.26%,100.00%,興隆公共住宅D2區,35.74%,#FEB700,100%,24.98814,121.56356
500105038,87.78%,99.07%,木新路3段95巷口,11.30%,#FEDD88,90%以上、未滿100%,24.98088,121.56313
500105039,100.00%,95.09%,樟腳里公園,-4.91%,#FEDD88,90%以上、未滿100%,24.98181,121.56567
500105040,88.98%,85.19%,實踐國中,-3.80%,#FBB1BD,-5%以內,24.98301,121.55404
500105041,54.17%,75.00%,指南路3段2巷,20.83%,#C09662,+10%以上,24.98537,121.57959
500105042,100.00%,87.96%,萊茵公園,-12.04%,#B1112B,-10%以上,24.98642,121.56514
500105043,100.00%,87.31%,木柵社會住宅,-12.69%,#B1112B,-10%以上,24.98935,121.56651
500105044,100.00%,74.72%,秀明路一段185巷口,-25.28%,#B1112B,-10%以上,24.99151,121.56836
500105045,55.56%,92.50%,秀明路一段129巷口,36.94%,#FEDD88,90%以上、未滿100%,24.99111,121.56703
500105046,85.19%,84.17%,恆光橋(老泉街),-1.02%,#FBB1BD,-5%以內,24.97989,121.56753
500105047,68.80%,92.69%,萬有3號公園,23.89%,#FEDD88,90%以上、未滿100%,24.99889,121.5433
500105048,75.28%,83.80%,捷運萬芳醫院站(興隆路三段115巷),8.52%,#E3BE98,+5%至10%,24.99939,121.55848
500105049,99.26%,95.83%,興得閱覽室,-3.43%,#FEDD88,90%以上、未滿100%,24.99579,121.55498
500105050,66.57%,92.13%,辛亥生態公園,25.56%,#FEDD88,90%以上、未滿100%,25.00348,121.55642
500105051,80.65%,100.00%,博嘉運動公園,19.35%,#FEB700,100%,25.00079,121.57534
500105052,87.78%,87.59%,國立政治大學(萬壽路),-0.19%,#FBB1BD,-5%以內,24.98841,121.57649
500105053,91.48%,86.85%,仙岩公園,-4.63%,#FBB1BD,-5%以內,24.99797,121.54982
500105054,45.46%,86.11%,政大一街口,40.65%,#C09662,+10%以上,24.98543,121.58006
500105055,100.00%,99.07%,文山第二行政中心,-0.93%,#FEDD88,90%以上、未滿100%,25.00115,121.55142
500105056,95.46%,95.74%,移民署訓練中心,0.28%,#FEDD88,90%以上、未滿100%,24.99271,121.55865
500105057,73.15%,91.94%,海巡署(南側),18.80%,#FEDD88,90%以上、未滿100%,24.99472,121.55949
500105058,100.00%,76.02%,明道國小東南側,-23.98%,#B1112B,-10%以上,24.98695,121.56456
500105059,100.00%,84.35%,木南公園,-15.65%,#B1112B,-10%以上,24.98662,121.57071
500105060,93.43%,86.30%,實踐國中(木新路三段310巷口),-7.13%,#D7586D,-5%至-10%,24.98339,121.55645
500105061,89.63%,89.07%,師範大學公館校區_1,-0.56%,#FBB1BD,-5%以內,25.00753,121.53719
500105063,100.00%,92.13%,政大水岸電梯,-7.87%,#FEDD88,90%以上、未滿100%,24.982,121.5717
500105064,100.00%,96.02%,敦南山林,-3.98%,#FEDD88,90%以上、未滿100%,25.00264,121.5768
500105066,81.39%,78.70%,景美污水抽水站,-2.69%,#FBB1BD,-5%以內,25.01076,121.53637
500105067,86.94%,100.00%,萬和三號公園(北側),13.06%,#FEB700,100%,25.00345,121.53636
500105068,80.93%,80.56%,景興國中,-0.37%,#FBB1BD,-5%以內,24.99609,121.54284
500105069,75.65%,98.24%,景仁公園_1,22.59%,#FEDD88,90%以上、未滿100%,24.9966,121.5403
500105070,91.76%,88.80%,師大公館校區學二舍,-2.96%,#FBB1BD,-5%以內,25.00825,121.53419
500105071,82.31%,81.85%,景行公園,-0.46%,#FBB1BD,-5%以內,24.99279,121.54255
500105072,81.20%,71.76%,萬興國小,-9.44%,#D7586D,-5%至-10%,24.98939,121.57682
500105073,76.11%,82.78%,辛亥路四段77巷口,6.67%,#E3BE98,+5%至10%,25.00743,121.55877
500105074,80.83%,76.67%,景興路42巷口,-4.17%,#FBB1BD,-5%以內,24.99696,121.54454
500105075,100.00%,97.41%,木柵路三段48巷,-2.59%,#FEDD88,90%以上、未滿100%,24.98768,121.56565
500105076,100.00%,99.91%,木柵路二段109巷,-0.09%,#FEDD88,90%以上、未滿100%,24.98944,121.56195
500105077,86.02%,100.00%,試院公園,13.98%,#FEB700,100%,24.98808,121.54723
500105079,97.96%,93.24%,樟樹公園,-4.72%,#FEDD88,90%以上、未滿100%,24.9825,121.55949
500105080,44.63%,95.56%,萬美萬安街口,50.93%,#FEDD88,90%以上、未滿100%,25.00223,121.57039
500105081,100.00%,100.00%,興隆路二段203巷(敦南),0.00%,#FEB700,100%,25.00198,121.54856
500105082,97.41%,69.35%,新光秀明路口,-28.06%,#B1112B,-10%以上,24.99197,121.57371
500105083,100.00%,100.00%,光輝路134巷口,0.00%,#FEB700,100%,24.98532,121.55831
500105084,100.00%,100.00%,光輝公園,0.00%,#FEB700,100%,24.98655,121.5552
500105085,100.00%,93.06%,木新公園,-6.94%,#FEDD88,90%以上、未滿100%,24.98217,121.55782
500105086,72.41%,100.00%,興隆路二段275巷1弄口,27.59%,#FEB700,100%,25.00268,121.55277
500105087,98.80%,100.00%,中國科技大學,1.20%,#FEB700,100%,24.99925,121.55553
500105088,69.35%,100.00%,樟新街8巷,30.65%,#FEB700,100%,24.97932,121.55406
500105089,80.93%,98.80%,仙岩路22巷口,17.87%,#FEDD88,90%以上、未滿100%,24.99892,121.54887
500105090,39.72%,82.04%,木柵萬芳路口,42.31%,#C09662,+10%以上,24.99509,121.57199
500105091,,80.00%,福興路78巷,80.00%,#CDCDCD,無法比較,25.00437,121.55048
500106001,58.52%,55.93%,臺北自來水事業處,-2.59%,#FBB1BD,-5%以內,25.013741,121.53068
500106002,68.06%,73.33%,汀州思源街口東南側,5.28%,#E3BE98,+5%至10%,25.014697,121.531908
500106003,69.35%,83.98%,捷運公館站(1號出口),14.63%,#C09662,+10%以上,25.014529,121.534374
500106004,89.44%,100.00%,捷運公館站(4號出口),10.56%,#FEB700,100%,25.015069,121.533828
500106005,82.41%,82.78%,捷運古亭站(9號出口),0.37%,#F0D5BE,+5%以內,25.02694,121.52224
500106006,82.78%,83.33%,捷運古亭站(2號出口),0.56%,#F0D5BE,+5%以內,25.0255,121.52346
500106007,77.59%,88.43%,捷運臺電大樓站(1號出口),10.83%,#C09662,+10%以上,25.0197,121.529
500106008,86.11%,78.98%,客家文化主題公園,-7.13%,#D7586D,-5%至-10%,25.02069,121.52456
500106009,92.31%,84.35%,河堤國小,-7.96%,#D7586D,-5%至-10%,25.02277,121.52289
500106010,86.11%,98.52%,紀州庵,12.41%,#FEDD88,90%以上、未滿100%,25.02092,121.52049
500106011,69.63%,100.00%,捷運臺電大樓站(5號出口),30.37%,#FEB700,100%,25.02075,121.52771
500106012,61.30%,73.15%,捷運臺電大樓站(4號出口),11.85%,#C09662,+10%以上,25.02102,121.52751
500106013,83.06%,80.56%,羅斯福三段金門街口,-2.50%,#FBB1BD,-5%以內,25.02345,121.52498
500106014,94.72%,84.54%,牯嶺公園,-10.19%,#B1112B,-10%以上,25.02338,121.51889
500106015,66.30%,59.91%,捷運古亭站(8號出口),-6.39%,#D7586D,-5%至-10%,25.02701,121.52164
500106016,78.24%,75.74%,捷運古亭站(7號出口),-2.50%,#FBB1BD,-5%以內,25.02805,121.52155
500106017,82.13%,85.93%,南昌公園,3.80%,#F0D5BE,+5%以內,25.02698,121.52081
500106018,96.11%,80.37%,和平重慶路口,-15.74%,#B1112B,-10%以上,25.02723,121.51659
500106019,86.76%,87.50%,孫立人將軍官邸,0.74%,#F0D5BE,+5%以內,25.02933,121.51854
500106020,98.33%,81.02%,羅斯福路二段6巷口,-17.31%,#B1112B,-10%以上,25.02923,121.52058
500106021,83.43%,80.83%,金華杭州南路口,-2.59%,#FBB1BD,-5%以內,25.031,121.52211
500106022,87.41%,66.30%,捷運中正紀念堂站(3號出口),-21.11%,#B1112B,-10%以上,25.03239,121.51866
500106023,88.24%,78.06%,捷運中正紀念堂站(4號出口),-10.19%,#B1112B,-10%以上,25.03376,121.51772
500106025,97.78%,95.19%,螢橋國小,-2.59%,#FEDD88,90%以上、未滿100%,25.02609,121.51389
500106026,81.02%,95.19%,古亭智慧圖書館,14.17%,#FEDD88,90%以上、未滿100%,25.02543,121.51052
500106027,72.13%,82.31%,永昌公園,10.19%,#C09662,+10%以上,25.02643,121.50936
500106028,99.07%,98.89%,中華路二段409巷口,-0.19%,#FEDD88,90%以上、未滿100%,25.02598,121.50806
500106029,93.06%,98.33%,南機場夜市(中華路二段),5.28%,#FEDD88,90%以上、未滿100%,25.02886,121.50518
500106030,77.69%,80.09%,南海和平路口西南側,2.41%,#F0D5BE,+5%以內,25.03024,121.50904
500106031,100.00%,86.85%,莒光和平路口,-13.15%,#B1112B,-10%以上,25.03132,121.50745
500106037,93.70%,90.65%,水源路11-1號旁,-3.06%,#FEDD88,90%以上、未滿100%,25.01602,121.52565
500106038,82.31%,90.65%,南門國中,8.33%,#FEDD88,90%以上、未滿100%,25.03543,121.50834
500106039,87.04%,100.00%,捷運小南門站(2號出口),12.96%,#FEB700,100%,25.03567,121.51006
500106040,92.31%,90.19%,介壽公園,-2.13%,#FEDD88,90%以上、未滿100%,25.03907,121.5138
500106041,100.00%,100.00%,中華貴陽街口,0.00%,#FEB700,100%,25.03938,121.50772
500106042,99.91%,89.44%,華山文創園區,-10.46%,#B1112B,-10%以上,25.04367,121.52849
500106043,98.61%,97.13%,捷運善導寺站(1號出口),-1.48%,#FEDD88,90%以上、未滿100%,25.04527,121.5222
500106044,99.44%,92.96%,濟南紹興路口,-6.48%,#FEDD88,90%以上、未滿100%,25.04193,121.52459
500106046,98.15%,84.07%,林森仁愛路口,-14.07%,#B1112B,-10%以上,25.03915,121.52163
500106047,82.59%,100.00%,中正運動中心,17.41%,#FEB700,100%,25.03786,121.51985
500106048,88.15%,85.28%,信義杭州路口,-2.87%,#FBB1BD,-5%以內,25.0357,121.5241
500106049,83.70%,84.35%,捷運善導寺站(3號出口),0.65%,#F0D5BE,+5%以內,25.04428,121.52336
500106050,85.37%,84.07%,捷運小南門站(1號出口),-1.30%,#FBB1BD,-5%以內,25.03648,121.50951
500106051,76.67%,76.11%,延平南路133巷口,-0.56%,#FBB1BD,-5%以內,25.03792,121.50846
500106052,,85.46%,捷運西門站(2號出口),85.46%,#CDCDCD,無法比較,25.0416,121.50842
500106053,100.00%,97.96%,寶慶博愛路口,-2.04%,#FEDD88,90%以上、未滿100%,25.04129,121.5112
500106054,95.65%,87.41%,法務部,-8.24%,#D7586D,-5%至-10%,25.03705,121.51249
500106055,92.31%,94.91%,臺北市立大學(博愛校區),2.59%,#FEDD88,90%以上、未滿100%,25.03545,121.51327
500106056,100.00%,80.83%,國家圖書館,-19.17%,#B1112B,-10%以上,25.03763,121.51709
500106057,77.96%,100.00%,市民金山路口,22.04%,#FEB700,100%,25.0459,121.53068
500106058,96.20%,84.44%,聯合醫院和平院區,-11.76%,#B1112B,-10%以上,25.03516,121.50641
500106059,99.81%,100.00%,中山堂,0.19%,#FEB700,100%,25.04412,121.51025
500106060,,90.28%,中華漢口街口,90.28%,#FEDD88,90%以上、未滿100%,25.04533,121.50944
500106061,,94.91%,中華路一段21巷口,94.91%,#FEDD88,90%以上、未滿100%,25.04677,121.50989
500106062,96.67%,100.00%,捷運臺大醫院站(4號出口),3.33%,#FEB700,100%,25.04297,121.51643
500106063,100.00%,100.00%,寶藏巖觀音亭,0.00%,#FEB700,100%,25.01027,121.5331
500106064,91.67%,90.19%,師大水源路口,-1.48%,#FEDD88,90%以上、未滿100%,25.0203,121.52302
500106065,94.17%,82.69%,中山徐州路口,-11.48%,#B1112B,-10%以上,25.04178,121.51907
500106066,89.07%,88.33%,信義連雲街口,-0.74%,#FBB1BD,-5%以內,25.03377,121.53041
500106067,81.39%,100.00%,臺北轉運站,18.61%,#FEB700,100%,25.04842,121.51994
500106068,81.30%,92.69%,莒光大埔街口,11.39%,#FEDD88,90%以上、未滿100%,25.03132,121.50519
500106069,92.69%,73.52%,捷運忠孝新生站(2號出口),-19.17%,#B1112B,-10%以上,25.04235,121.53222
500106070,98.43%,100.00%,光華商場,1.57%,#FEB700,100%,25.04478,121.53274
500106071,88.98%,100.00%,中山青島路口,11.02%,#FEB700,100%,25.04503,121.51968
500106072,80.46%,74.63%,捷運中正紀念堂站(5號出口),-5.83%,#D7586D,-5%至-10%,25.03526,121.5168
500106073,79.91%,100.00%,北平東杭州北路口,20.09%,#FEB700,100%,25.04553,121.52736
500106074,84.35%,71.76%,王貫英先生紀念圖書館,-12.59%,#B1112B,-10%以上,25.02266,121.52362
500106075,89.72%,85.46%,金山信義路口,-4.26%,#FBB1BD,-5%以內,25.03443,121.52721
500106077,89.81%,83.89%,林森徐州路口,-5.93%,#D7586D,-5%至-10%,25.04094,121.52215
500106078,97.78%,99.91%,徐州杭州路口,2.13%,#FEDD88,90%以上、未滿100%,25.04023,121.52565
500106079,71.94%,71.02%,捷運中正紀念堂站(6號出口),-0.93%,#FBB1BD,-5%以內,25.03615,121.5166
500106080,89.26%,87.31%,捷運臺北車站(M2出口),-1.94%,#FBB1BD,-5%以內,25.04821,121.51903
500106083,81.11%,96.02%,臺北市國父史蹟館(逸仙公園),14.91%,#FEDD88,90%以上、未滿100%,25.04779,121.52042
500106084,,95.74%,捷運西門站(5號出口),95.74%,#FEDD88,90%以上、未滿100%,25.04244,121.50864
500106085,68.24%,83.61%,弘道國中,15.37%,#C09662,+10%以上,25.03828,121.51524
500106086,72.04%,97.13%,臺北市第一女子高級中學,25.09%,#FEDD88,90%以上、未滿100%,25.0385,121.51288
500106087,83.98%,93.52%,台北市替代役中心,9.54%,#FEDD88,90%以上、未滿100%,25.01808,121.5275
500106088,100.00%,93.61%,紹興徐州路口,-6.39%,#FEDD88,90%以上、未滿100%,25.04051,121.52401
