站點編號,2月20日見車率,3月22日見車率,對應站名,消長幅度,色票,分類,lat,lng
500106089,83.98%,70.93%,羅斯福寧波東街口,-13.06%,#B1112B,-10%以上,25.03145,121.51941
500106090,71.76%,82.69%,自來水園區,10.93%,#C09662,+10%以上,25.01328,121.53004
500106091,87.13%,85.65%,仁愛林森路口,-1.48%,#FBB1BD,-5%以內,25.03895,121.52233
500106092,,87.96%,捷運西門站(3號出口),87.96%,#CDCDCD,無法比較,25.04178,121.50869
500106093,83.43%,67.31%,仁愛金山路口,-16.11%,#B1112B,-10%以上,25.0384,121.52801
500106094,81.67%,78.52%,杭州南路一段101巷口,-3.15%,#FBB1BD,-5%以內,25.03746,121.52799
500106095,90.28%,85.65%,仁愛杭州路口,-4.63%,#FBB1BD,-5%以內,25.03846,121.52497
500106096,85.74%,86.94%,龍興里活動中心,1.20%,#F0D5BE,+5%以內,25.02815,121.51108
500106097,73.61%,92.13%,植物園,18.52%,#FEDD88,90%以上、未滿100%,25.0299,121.51033
500106098,83.98%,88.15%,郵政博物館,4.17%,#F0D5BE,+5%以內,25.03158,121.51464
500106099,96.67%,98.61%,林森北平路口,1.94%,#FEDD88,90%以上、未滿100%,25.04659,121.52377
500106100,89.44%,90.19%,北平紹興路口,0.74%,#FEDD88,90%以上、未滿100%,25.04597,121.52579
500106101,76.67%,89.81%,天津北平路口,13.15%,#C09662,+10%以上,25.04692,121.52208
500106102,84.17%,73.89%,捷運忠孝新生站(1號出口),-10.28%,#B1112B,-10%以上,25.04272,121.53207
500106103,86.20%,69.26%,捷運忠孝新生站(5號出口),-16.94%,#B1112B,-10%以上,25.04113,121.53273
500106104,98.24%,86.48%,捷運臺大醫院站(1號出口),-11.76%,#B1112B,-10%以上,25.04074,121.51586
500106105,96.67%,100.00%,臺大醫院兒童醫院,3.33%,#FEB700,100%,25.04461,121.5188
500106106,81.94%,81.85%,林森濟南路口(東北側),-0.09%,#FBB1BD,-5%以內,25.0425,121.5227
500106107,89.44%,71.30%,仁愛紹興街口(南側),-18.15%,#B1112B,-10%以上,25.03837,121.52345
500106108,79.35%,95.74%,中華南海路口,16.39%,#FEDD88,90%以上、未滿100%,25.02703,121.50686
500106109,99.17%,84.81%,立法院台北會館,-14.35%,#B1112B,-10%以上,25.03371,121.51068
500106110,86.57%,79.07%,捷運善導寺站(3號出口)(忠孝東路側),-7.50%,#D7586D,-5%至-10%,25.04467,121.52357
500106111,100.00%,87.78%,國家音樂廳,-12.22%,#B1112B,-10%以上,25.03788,121.51904
500106112,93.61%,100.00%,忠孝西重慶南路口,6.39%,#FEB700,100%,25.04724,121.51272
500106113,85.46%,97.96%,濟南路二段8巷口,12.50%,#FEDD88,90%以上、未滿100%,25.04127,121.52697
500106114,84.81%,76.94%,仁愛金山路口(東南側),-7.87%,#D7586D,-5%至-10%,25.03811,121.52855
500106115,99.91%,92.41%,臺灣文學基地,-7.50%,#FEDD88,90%以上、未滿100%,25.04148,121.5287
500106116,86.67%,78.24%,重慶南詔安街口,-8.43%,#D7586D,-5%至-10%,25.02507,121.51645
500106117,67.87%,80.46%,文光公園,12.59%,#C09662,+10%以上,25.03898,121.53058
500106118,80.09%,77.87%,捷運中正紀念堂站(2號出口),-2.22%,#FBB1BD,-5%以內,25.03212,121.51861
500106119,87.50%,73.89%,螢圃里小公園,-13.61%,#B1112B,-10%以上,25.02484,121.51973
500106120,74.72%,81.76%,螢橋公園,7.04%,#E3BE98,+5%至10%,25.02682,121.51737
500106121,97.13%,89.44%,泉州寧波西街口,-7.69%,#D7586D,-5%至-10%,25.02965,121.51415
500106122,76.20%,60.19%,和平西路二段98巷口,-16.02%,#B1112B,-10%以上,25.0289,121.5097
500106123,,80.46%,仁愛新生路口(西南側),80.46%,#CDCDCD,無法比較,25.03796,121.53261
500106124,,90.46%,幸安市場,90.46%,#FEDD88,90%以上、未滿100%,25.04032,121.53141
500106125,,94.81%,龍口市場,94.81%,#FEDD88,90%以上、未滿100%,25.0275,121.51013
500107001,94.91%,85.28%,通北街65巷口,-9.63%,#D7586D,-5%至-10%,25.08251,121.54004
500107002,85.65%,90.00%,圓山風景區,4.35%,#F0D5BE,+5%以內,25.07805,121.5295
500107003,99.35%,76.85%,樂群二堤頂大道口,-22.50%,#B1112B,-10%以上,25.0803,121.56251
500107004,100.00%,84.26%,劍潭社區,-15.74%,#B1112B,-10%以上,25.08524,121.53748
500107005,88.89%,88.98%,培英公園,0.09%,#F0D5BE,+5%以內,25.08258,121.54462
500107006,93.61%,86.11%,樂群二明水路口,-7.50%,#D7586D,-5%至-10%,25.08009,121.55226
500107007,92.04%,90.56%,北安大直街口,-1.48%,#FEDD88,90%以上、未滿100%,25.08474,121.54968
500107008,89.72%,92.22%,捷運劍南路站(2號出口),2.50%,#FEDD88,90%以上、未滿100%,25.08401,121.55535
500107009,80.65%,99.44%,樂群二敬業三路口,18.80%,#FEDD88,90%以上、未滿100%,25.07985,121.55609
500107010,95.09%,99.07%,樂群二敬業四路口,3.98%,#FEDD88,90%以上、未滿100%,25.07976,121.55813
500107011,89.35%,65.09%,捷運大直站(3號出口),-24.26%,#B1112B,-10%以上,25.07923,121.5473
500107012,86.76%,100.00%,復興市民路口,13.24%,#FEB700,100%,25.04585,121.54375
500107013,85.37%,82.59%,南京遼寧街口,-2.78%,#FBB1BD,-5%以內,25.05176,121.54217
500107014,92.31%,83.52%,伊通長安路口,-8.80%,#D7586D,-5%至-10%,25.04833,121.53469
500107015,96.67%,100.00%,新生長安路口,3.33%,#FEB700,100%,25.04861,121.52935
500107016,99.72%,100.00%,市民林森路口,0.28%,#FEB700,100%,25.04796,121.52439
500107017,100.00%,95.37%,南京新生路口,-4.63%,#FEDD88,90%以上、未滿100%,25.05194,121.52766
500107018,84.26%,84.72%,一江公園,0.46%,#F0D5BE,+5%以內,25.05316,121.53146
500107019,89.44%,90.19%,松江公園,0.74%,#FEDD88,90%以上、未滿100%,25.05025,121.53273
500107020,85.09%,100.00%,新生長春路口,14.91%,#FEB700,100%,25.05639,121.52752
500107021,100.00%,93.33%,第二果菜批發市場,-6.67%,#FEDD88,90%以上、未滿100%,25.06642,121.53735
500107022,98.52%,98.80%,民生建國路口,0.28%,#FEDD88,90%以上、未滿100%,25.05778,121.53692
500107023,99.35%,99.44%,興安華城,0.09%,#FEDD88,90%以上、未滿100%,25.05606,121.54175
500107024,92.87%,94.35%,捷運中山國中站,1.48%,#FEDD88,90%以上、未滿100%,25.06106,121.54406
500107025,81.85%,95.28%,龍江錦州街口,13.43%,#FEDD88,90%以上、未滿100%,25.06045,121.54077
500107026,87.41%,89.54%,建國長春路口,2.13%,#F0D5BE,+5%以內,25.05469,121.53686
500107027,100.00%,82.87%,南京建國路口,-17.13%,#B1112B,-10%以上,25.05214,121.5368
500107028,92.22%,82.50%,捷運松江南京站(7號出口),-9.72%,#D7586D,-5%至-10%,25.05246,121.5332
500107029,94.26%,93.06%,朱崙商場,-1.20%,#FEDD88,90%以上、未滿100%,25.04762,121.54043
500107030,96.39%,95.83%,中吉公園,-0.56%,#FEDD88,90%以上、未滿100%,25.05604,121.53166
500107031,82.04%,81.30%,華山公園,-0.74%,#FBB1BD,-5%以內,25.0471,121.5277
500107032,100.00%,95.56%,建國北路一段17巷,-4.44%,#FEDD88,90%以上、未滿100%,25.04699,121.53735
500107033,98.24%,96.11%,江寧公園,-2.13%,#FEDD88,90%以上、未滿100%,25.0614,121.53929
500107034,100.00%,94.35%,民權龍江路口,-5.65%,#FEDD88,90%以上、未滿100%,25.06225,121.54107
500107035,100.00%,94.54%,捷運中山國小站(2號出口),-5.46%,#FEDD88,90%以上、未滿100%,25.06246,121.52705
500107036,100.00%,86.11%,捷運行天宮站(3號出口),-13.89%,#B1112B,-10%以上,25.05992,121.5333
500107037,99.26%,100.00%,林森農安街口,0.74%,#FEB700,100%,25.06531,121.52565
500107038,89.72%,87.13%,捷運中山國小站(4號出口),-2.59%,#FBB1BD,-5%以內,25.06283,121.52697
500107039,94.17%,95.65%,農安雙城街口,1.48%,#FEDD88,90%以上、未滿100%,25.06491,121.52449
500107040,91.85%,85.56%,新生德惠街口,-6.30%,#D7586D,-5%至-10%,25.06652,121.52762
500107041,86.85%,86.02%,民族林森路口,-0.83%,#FBB1BD,-5%以內,25.06847,121.52559
500107042,75.74%,86.39%,臺北市立美術館,10.65%,#C09662,+10%以上,25.06987,121.52291
500107043,80.93%,82.50%,中山民族路口,1.57%,#F0D5BE,+5%以內,25.06816,121.52265
500107044,86.39%,86.76%,新生高架停車場(林森北路107巷口),0.37%,#F0D5BE,+5%以內,25.04983,121.52853
500107045,92.41%,90.09%,南京林森路口(東南側),-2.31%,#FEDD88,90%以上、未滿100%,25.05201,121.52556
500107046,100.00%,85.93%,仁德公園,-14.07%,#B1112B,-10%以上,25.05337,121.5289
500107047,92.59%,96.67%,中原公園,4.07%,#FEDD88,90%以上、未滿100%,25.05583,121.52821
500107048,97.31%,76.39%,下埤公園,-20.93%,#B1112B,-10%以上,25.06682,121.54213
500107049,86.39%,85.83%,五常國中,-0.56%,#FBB1BD,-5%以內,25.06505,121.54366
500107050,85.93%,91.94%,榮星花園,6.02%,#FEDD88,90%以上、未滿100%,25.06424,121.54037
500107051,80.28%,93.80%,民權建國路口,13.52%,#FEDD88,90%以上、未滿100%,25.06251,121.53765
500107052,88.70%,90.74%,松江路431巷口,2.04%,#FEDD88,90%以上、未滿100%,25.06585,121.53338
500107053,81.48%,79.17%,新喜公園,-2.31%,#FBB1BD,-5%以內,25.06533,121.53177
500107054,83.24%,90.28%,吉林路407巷口,7.04%,#FEDD88,90%以上、未滿100%,25.06595,121.53041
500107055,100.00%,100.00%,民族松江路口,0.00%,#FEB700,100%,25.06833,121.5328
500107056,95.93%,100.00%,林安泰古厝,4.07%,#FEB700,100%,25.07154,121.53058
500107057,93.06%,92.41%,中山公民會館,-0.65%,#FEDD88,90%以上、未滿100%,25.06185,121.5226
500107058,95.09%,92.50%,渭水八德路口,-2.59%,#FEDD88,90%以上、未滿100%,25.04573,121.53508
500107059,86.11%,94.07%,捷運中山站(2號出口),7.96%,#FEDD88,90%以上、未滿100%,25.05228,121.52176
500107060,87.04%,97.50%,撫順公園,10.46%,#FEDD88,90%以上、未滿100%,25.06416,121.52203
500107061,85.83%,94.81%,新生公園,8.98%,#FEDD88,90%以上、未滿100%,25.06839,121.53032
500107062,98.24%,90.74%,捷運行天宮站(1號出口),-7.50%,#FEDD88,90%以上、未滿100%,25.05867,121.53305
500107063,94.07%,99.54%,林森長春路口,5.46%,#FEDD88,90%以上、未滿100%,25.05497,121.52536
500107064,98.80%,91.85%,建國農安街口,-6.94%,#FEDD88,90%以上、未滿100%,25.06503,121.53678
500107065,84.54%,79.44%,松江路77巷口,-5.09%,#D7586D,-5%至-10%,25.04985,121.53312
500107066,85.46%,83.80%,建國長安路口,-1.67%,#FBB1BD,-5%以內,25.04836,121.53669
500107067,92.96%,94.17%,市民新生路口,1.20%,#FEDD88,90%以上、未滿100%,25.04611,121.53193
500107068,76.30%,97.13%,民權吉林路口,20.83%,#FEDD88,90%以上、未滿100%,25.06269,121.53061
500107069,96.48%,95.09%,中山農安街口,-1.39%,#FEDD88,90%以上、未滿100%,25.0651,121.5224
500107070,93.43%,93.06%,捷運行政大樓,-0.37%,#FEDD88,90%以上、未滿100%,25.05575,121.52168
500107071,100.00%,90.28%,中吉公園(松江路188巷),-9.72%,#FEDD88,90%以上、未滿100%,25.0568,121.53191
500107072,85.19%,79.63%,吉林路123巷口,-5.56%,#D7586D,-5%至-10%,25.05731,121.53021
500107074,94.35%,100.00%,中原民生路口,5.65%,#FEB700,100%,25.05808,121.52887
500107075,100.00%,97.96%,國立臺北大學(臺北校區),-2.04%,#FEDD88,90%以上、未滿100%,25.05794,121.54244
500107076,93.52%,96.30%,錦州吉林路口,2.78%,#FEDD88,90%以上、未滿100%,25.06028,121.52991
500107077,90.09%,96.20%,中山北路二段59巷口,6.11%,#FEDD88,90%以上、未滿100%,25.05606,121.5229
500107078,100.00%,97.69%,永盛公園(民生東路一段23巷),-2.31%,#FEDD88,90%以上、未滿100%,25.05873,121.52488
500107079,100.00%,100.00%,新生錦州街口,0.00%,#FEB700,100%,25.05955,121.52744
500107080,100.00%,100.00%,濱江街199巷口,0.00%,#FEB700,100%,25.0734,121.53985
500107081,97.59%,100.00%,大佳社區公園,2.41%,#FEB700,100%,25.07275,121.5373
500107082,90.19%,100.00%,濱江果菜市場,9.81%,#FEB700,100%,25.06807,121.53673
500107083,85.37%,88.43%,興安合江路口,3.06%,#F0D5BE,+5%以內,25.05619,121.53949
500107084,96.57%,74.81%,復興北路514巷口東側,-21.76%,#B1112B,-10%以上,25.06597,121.54117
500107085,100.00%,92.78%,台泥大樓,-7.22%,#FEDD88,90%以上、未滿100%,25.06142,121.52305
500107086,100.00%,90.09%,植福樂群路口,-9.91%,#FEDD88,90%以上、未滿100%,25.08303,121.5604
500107087,96.67%,96.39%,新興公園,-0.28%,#FEDD88,90%以上、未滿100%,25.06157,121.52439
500107088,89.44%,86.76%,南京伊通街口,-2.69%,#FBB1BD,-5%以內,25.05189,121.53517
500107089,88.24%,76.67%,南京龍江路口,-11.57%,#B1112B,-10%以上,25.05205,121.54012
500107090,86.48%,95.09%,撫順街41巷(崇德宮前),8.61%,#FEDD88,90%以上、未滿100%,25.06389,121.51916
500107091,73.89%,68.33%,臺北市立圖書館大直分館,-5.56%,#D7586D,-5%至-10%,25.08152,121.54646
500107092,97.96%,86.67%,捷運大直站(1號出口),-11.30%,#B1112B,-10%以上,25.0801,121.54708
500107093,81.11%,86.57%,捷運松江南京站(4號出口),5.46%,#E3BE98,+5%至10%,25.0512,121.53312
500107095,100.00%,78.89%,中429公園,-21.11%,#B1112B,-10%以上,25.07864,121.55557
500107096,95.37%,94.63%,長春路137巷口,-0.74%,#FEDD88,90%以上、未滿100%,25.05791,121.53114
500107097,94.44%,90.37%,松江民生路口,-4.07%,#FEDD88,90%以上、未滿100%,25.05765,121.53299
500107098,78.33%,86.67%,松江路132巷口,8.33%,#E3BE98,+5%至10%,25.05277,121.53013
500107099,72.13%,87.96%,長春吉林路口,15.83%,#C09662,+10%以上,25.05481,121.53032
500107100,99.72%,85.37%,長春一江街口,-14.35%,#B1112B,-10%以上,25.05488,121.53142
500107101,81.11%,75.56%,捷運松江南京站(8號出口),-5.56%,#D7586D,-5%至-10%,25.05215,121.53276
500107102,85.37%,66.76%,南京一江街口,-18.61%,#B1112B,-10%以上,25.05215,121.53171
500107103,83.52%,70.74%,松江長春路口,-12.78%,#B1112B,-10%以上,25.05499,121.53295
500107104,92.87%,87.22%,經國七海文化園區,-5.65%,#D7586D,-5%至-10%,25.07802,121.53511
500107105,99.81%,87.41%,民族玉門街口,-12.41%,#B1112B,-10%以上,25.06873,121.52003
500107106,84.35%,76.20%,新生農安街口,-8.15%,#D7586D,-5%至-10%,25.06493,121.52778
500107107,81.30%,88.06%,稻江高級護理家事職業學校,6.76%,#E3BE98,+5%至10%,25.06532,121.52848
500107108,87.41%,69.44%,捷運大直站(3號出口)_1,-17.96%,#B1112B,-10%以上,25.07934,121.54671
500107109,96.76%,89.07%,樂群二明水路口_1,-7.69%,#D7586D,-5%至-10%,25.07983,121.55236
500107110,85.83%,85.56%,民權吉林路口(南側),-0.28%,#FBB1BD,-5%以內,25.06245,121.53043
500107111,89.91%,84.26%,長春龍江路口,-5.65%,#D7586D,-5%至-10%,25.05473,121.54026
500107112,98.43%,85.93%,民權新生路口,-12.50%,#B1112B,-10%以上,25.06305,121.52776
500107113,95.28%,94.26%,建國長春路口(北側),-1.02%,#FEDD88,90%以上、未滿100%,25.05476,121.53693
500107114,99.17%,100.00%,中山行政中心,0.83%,#FEB700,100%,25.06432,121.53349
500107115,94.91%,100.00%,臺北市立美術館_1,5.09%,#FEB700,100%,25.07063,121.52327
500107116,100.00%,94.26%,劍潭社區_1,-5.74%,#FEDD88,90%以上、未滿100%,25.08476,121.53789
500107117,93.06%,92.50%,濱江國小游泳池,-0.56%,#FEDD88,90%以上、未滿100%,25.07818,121.56175
500107118,98.89%,100.00%,林森公園,1.11%,#FEB700,100%,25.05223,121.52581
500107119,97.31%,89.26%,中428公園,-8.06%,#D7586D,-5%至-10%,25.07825,121.55337
500107120,92.13%,70.46%,復華公園,-21.67%,#B1112B,-10%以上,25.05339,121.5401
500107121,96.94%,83.61%,新生民族路口(西南側),-13.33%,#B1112B,-10%以上,25.06819,121.52767
500107122,78.52%,78.24%,捷運南京復興站(1號出口),-0.28%,#FBB1BD,-5%以內,25.05253,121.54256
500107123,80.28%,87.78%,八德市場(北側),7.50%,#E3BE98,+5%至10%,25.04478,121.53661
500107124,96.67%,81.94%,龍江朱崙街口,-14.72%,#B1112B,-10%以上,25.05004,121.54043
500107125,84.07%,99.35%,大直街94巷,15.28%,#FEDD88,90%以上、未滿100%,25.08431,121.54755
500107126,90.09%,74.44%,捷運南京復興站(8號出口),-15.65%,#B1112B,-10%以上,25.05196,121.5433
500107127,84.17%,93.06%,民權建國路口(南側),8.89%,#FEDD88,90%以上、未滿100%,25.06228,121.53702
500107128,90.65%,98.43%,林森德惠街口,7.78%,#FEDD88,90%以上、未滿100%,25.06688,121.5257
500107129,83.06%,79.44%,新生濱江街口(東南側),-3.61%,#FBB1BD,-5%以內,25.07059,121.52812
500107130,78.89%,100.00%,新生北路一段62巷口,21.11%,#FEB700,100%,25.04699,121.53075
500107131,97.96%,100.00%,新生長春路口(東北側),2.04%,#FEB700,100%,25.05532,121.52769
500107132,88.33%,91.11%,捷運劍南路站(1號出口),2.78%,#FEDD88,90%以上、未滿100%,25.08519,121.55498
500107133,80.56%,93.52%,敬業三樂群三路口(西北側),12.96%,#FEDD88,90%以上、未滿100%,25.08272,121.55624
500107134,85.19%,96.39%,長春路258巷2弄口,11.20%,#FEDD88,90%以上、未滿100%,25.05427,121.53896
500107135,94.91%,73.06%,長寧大廈社區(南側),-21.85%,#B1112B,-10%以上,25.05418,121.54332
500107136,92.87%,77.31%,建國五常街口,-15.56%,#B1112B,-10%以上,25.06419,121.53732
500107137,91.94%,92.22%,中山北路二段62巷口,0.28%,#FEDD88,90%以上、未滿100%,25.05676,121.52268
500107138,100.00%,73.89%,市民安東街口,-26.11%,#B1112B,-10%以上,25.0448,121.54213
500107139,83.52%,100.00%,市民大道二段5巷口,16.48%,#FEB700,100%,25.04812,121.52166
500107140,91.67%,95.65%,捷運中山站(3號出口),3.98%,#FEDD88,90%以上、未滿100%,25.05236,121.52212
500107141,99.72%,100.00%,建國北路高架橋下停車場G區,0.28%,#FEB700,100%,25.05959,121.53682
500107142,100.00%,85.65%,朱崙公園,-14.35%,#B1112B,-10%以上,25.04919,121.54198
500107143,100.00%,81.20%,朱崙復興北路口,-18.80%,#B1112B,-10%以上,25.04992,121.54379
500107144,95.74%,81.02%,捷運行天宮站(4號出口),-14.72%,#B1112B,-10%以上,25.06037,121.53283
500107145,,100.00%,建國北路三段86巷口,100.00%,#FEB700,100%,25.06617,121.53526
500107146,,94.54%,正守公園,94.54%,#FEDD88,90%以上、未滿100%,25.04808,121.52898
500107147,,81.02%,四平松江路口,81.02%,#CDCDCD,無法比較,25.05366,121.53282
500107148,,100.00%,金泰公園,100.00%,#FEB700,100%,25.07702,121.56636
500107149,,76.39%,北安通北街口,76.39%,#CDCDCD,無法比較,25.07965,121.54148
500107150,,79.81%,民權東復興北路口(西北側),79.81%,#CDCDCD,無法比較,25.06246,121.54323
500107151,,77.78%,臺北市立大同高中,77.78%,#CDCDCD,無法比較,25.05484,121.53521
500107153,,85.83%,北安明水路口(自強隧道),85.83%,#CDCDCD,無法比較,25.08578,121.55225
500108001,95.93%,90.00%,文湖街21巷118弄口,-5.93%,#D7586D,-5%至-10%,25.09122,121.55961
500108002,74.81%,100.00%,北勢湖環保公園,25.19%,#FEB700,100%,25.08378,121.56208
500108003,95.93%,94.81%,洲子一號公園,-1.11%,#FEDD88,90%以上、未滿100%,25.07977,121.56454
500108004,95.65%,95.65%,西康公園,0.00%,#FEDD88,90%以上、未滿100%,25.08284,121.56449
500108005,95.46%,98.33%,文湖國小,2.87%,#FEDD88,90%以上、未滿100%,25.08637,121.56088
500108006,79.72%,70.37%,文湖街81巷10號西側,-9.35%,#D7586D,-5%至-10%,25.08707,121.56406
500108007,85.93%,92.13%,德明財經科技大學,6.20%,#FEDD88,90%以上、未滿100%,25.08637,121.56574
500108008,76.85%,100.00%,麗山國小,23.15%,#FEB700,100%,25.08311,121.57155
500108009,85.09%,91.39%,麗山高中,6.30%,#FEDD88,90%以上、未滿100%,25.08398,121.57725
500108010,85.74%,93.80%,港華五號公園,8.06%,#FEDD88,90%以上、未滿100%,25.08522,121.57462
500108011,68.06%,90.83%,大湖國小,22.78%,#FEDD88,90%以上、未滿100%,25.08803,121.59958
500108012,80.19%,93.70%,安湖三號公園,13.52%,#FEDD88,90%以上、未滿100%,25.07021,121.61593
500108013,79.63%,94.72%,東湖路113巷95弄,15.09%,#FEDD88,90%以上、未滿100%,25.07177,121.61491
500108014,85.00%,78.89%,瑞光計程車服務站,-6.11%,#D7586D,-5%至-10%,25.0745,121.57389
500108015,89.63%,71.94%,文德三號公園(江南街71巷16弄),-17.69%,#B1112B,-10%以上,25.07524,121.5772
500108016,77.13%,92.96%,捷運大湖公園站(2號出口),15.83%,#FEDD88,90%以上、未滿100%,25.08395,121.60185
500108018,95.65%,95.56%,康寧星雲街口,-0.09%,#FEDD88,90%以上、未滿100%,25.07958,121.59336
500108019,95.46%,92.69%,星雲街47號,-2.78%,#FEDD88,90%以上、未滿100%,25.07864,121.59177
500108020,83.52%,75.00%,捷運西湖站(1號出口),-8.52%,#D7586D,-5%至-10%,25.08301,121.56638
500108021,89.63%,60.93%,捷運西湖站(2號出口),-28.70%,#B1112B,-10%以上,25.08205,121.56716
500108022,83.61%,83.61%,洲子二號公園,0.00%,#E4D1C7,+0%,25.07932,121.56869
500108023,86.02%,90.83%,港都公園,4.81%,#FEDD88,90%以上、未滿100%,25.08296,121.5752
500108024,86.39%,99.91%,環山路二段26巷口,13.52%,#FEDD88,90%以上、未滿100%,25.08598,121.572
500108025,76.76%,96.11%,成功金龍路口,19.35%,#FEDD88,90%以上、未滿100%,25.08436,121.59478
500108026,76.39%,86.39%,碧山公園,10.00%,#C09662,+10%以上,25.0878,121.59227
500108027,72.50%,98.24%,金瑞公園,25.74%,#FEDD88,90%以上、未滿100%,25.08785,121.5879
500108028,87.31%,81.94%,捷運文德站(2號出口),-5.37%,#D7586D,-5%至-10%,25.07842,121.58464
500108029,66.30%,92.41%,陽光公園,26.11%,#FEDD88,90%以上、未滿100%,25.07695,121.58764
500108030,89.81%,82.13%,文德二號公園(南側),-7.69%,#D7586D,-5%至-10%,25.07504,121.58375
500108031,83.15%,80.19%,文德二號公園(北側),-2.96%,#FBB1BD,-5%以內,25.07758,121.58381
500108032,87.41%,82.41%,瑞陽公園,-5.00%,#FBB1BD,-5%以內,25.07777,121.57961
500108033,92.13%,95.19%,湖光國宅,3.06%,#FEDD88,90%以上、未滿100%,25.07538,121.58079
500108034,95.46%,88.33%,潭美街213號,-7.13%,#D7586D,-5%至-10%,25.05575,121.58486
500108035,70.19%,88.43%,南京東路六段180號,18.24%,#C09662,+10%以上,25.0559,121.57991
500108036,73.24%,80.09%,潭美國小(南京舊宗路口),6.85%,#E3BE98,+5%至10%,25.05768,121.58159
500108037,64.44%,86.67%,新明路343號,22.22%,#C09662,+10%以上,25.05653,121.58345
500108038,100.00%,81.85%,週美里活動廣場,-18.15%,#B1112B,-10%以上,25.0539,121.58084
500108039,89.44%,85.46%,內湖行政中心,-3.98%,#FBB1BD,-5%以內,25.06915,121.58898
500108040,100.00%,86.48%,樂康公園,-13.52%,#B1112B,-10%以上,25.07007,121.62055
500108041,61.85%,87.50%,安康路32巷24弄,25.65%,#C09662,+10%以上,25.06181,121.59447
500108043,79.07%,93.06%,明美公園,13.98%,#FEDD88,90%以上、未滿100%,25.06256,121.58607
500108044,97.50%,86.94%,南京東路六段368巷,-10.56%,#B1112B,-10%以上,25.05827,121.58707
500108045,74.63%,85.28%,新明成功路口,10.65%,#C09662,+10%以上,25.06058,121.5911
500108046,94.81%,75.28%,民權瑞光路口,-19.54%,#B1112B,-10%以上,25.06835,121.58323
500108047,75.74%,81.67%,瑞光公共住宅(瑞光路),5.93%,#E3BE98,+5%至10%,25.07335,121.57951
500108048,96.85%,100.00%,民權東路六段15巷,3.15%,#FEB700,100%,25.06853,121.57813
500108049,87.59%,85.46%,扶輪親恩公園,-2.13%,#FBB1BD,-5%以內,25.06709,121.58002
500108050,98.06%,86.48%,新湖三民善街口,-11.57%,#B1112B,-10%以上,25.06286,121.57497
500108051,100.00%,100.00%,內湖119號綠地,0.00%,#FEB700,100%,25.05594,121.57865
500108052,100.00%,87.22%,行善公園,-12.78%,#B1112B,-10%以上,25.05301,121.57592
500108054,94.63%,92.78%,三軍總醫院,-1.85%,#FEDD88,90%以上、未滿100%,25.07151,121.58991
500108055,93.89%,100.00%,福華商場,6.11%,#FEB700,100%,25.06877,121.59265
500108056,91.30%,97.04%,臺北市網球中心,5.74%,#FEDD88,90%以上、未滿100%,25.0674,121.59749
500108057,89.26%,88.15%,捷運葫洲站(1號出口),-1.11%,#FBB1BD,-5%以內,25.07249,121.60796
500108058,96.57%,100.00%,麗湖國小,3.43%,#FEB700,100%,25.07332,121.60223
500108059,70.09%,93.06%,金湖路347巷125弄口,22.96%,#FEDD88,90%以上、未滿100%,25.0733,121.59834
500108060,65.65%,69.07%,碧湖公園,3.43%,#F0D5BE,+5%以內,25.07988,121.58287
500108061,65.09%,84.17%,碧湖公園(內湖路二段103巷),19.07%,#C09662,+10%以上,25.08317,121.58109
500108062,64.91%,96.11%,貿七社區,31.20%,#FEDD88,90%以上、未滿100%,25.08357,121.58534
500108063,71.02%,83.33%,內湖區農會,12.31%,#C09662,+10%以上,25.08165,121.58891
500108064,81.30%,82.50%,捷運內湖站(2號出口),1.20%,#F0D5BE,+5%以內,25.0835,121.59454
500108065,100.00%,91.57%,康寧金湖路口,-8.43%,#FEDD88,90%以上、未滿100%,25.07896,121.59921
500108066,90.28%,100.00%,康寧路一段156巷20弄口,9.72%,#FEB700,100%,25.07792,121.59354
500108067,78.80%,84.07%,安康公園,5.28%,#E3BE98,+5%至10%,25.06657,121.6136
500108068,99.81%,98.33%,安泰街83巷,-1.48%,#FEDD88,90%以上、未滿100%,25.07669,121.61709
500108069,100.00%,100.00%,內溝溪生態展示館,0.00%,#FEB700,100%,25.08722,121.62306
500108070,100.00%,81.94%,捷運港墘站(2號出口),-18.06%,#B1112B,-10%以上,25.07967,121.57584
500108071,61.39%,91.57%,東湖國中,30.19%,#FEDD88,90%以上、未滿100%,25.07334,121.61962
500108072,48.33%,100.00%,石潭公園(安康路),51.67%,#FEB700,100%,25.06261,121.59334
500108073,100.00%,81.85%,內湖垃圾焚化廠,-18.15%,#B1112B,-10%以上,25.06209,121.60347
500108074,94.91%,92.31%,康寧公園(北側),-2.59%,#FEDD88,90%以上、未滿100%,25.06927,121.61019
500108075,66.57%,77.59%,康寧路三段54巷口,11.02%,#C09662,+10%以上,25.0716,121.60936
500108076,100.00%,92.50%,行善路25巷口,-7.50%,#FEDD88,90%以上、未滿100%,25.05707,121.57658
500108077,100.00%,96.02%,新明路460巷口,-3.98%,#FEDD88,90%以上、未滿100%,25.05503,121.57823
500108078,100.00%,100.00%,下灣公園,0.00%,#FEB700,100%,25.06516,121.59561
500108079,61.85%,92.69%,民權東路六段245巷口,30.83%,#FEDD88,90%以上、未滿100%,25.06708,121.60059
